adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
black,36,color,0.269,lexical,0.033653186609463925,0.36979547114682249,0.77284218881549294,0.73918900220602901,"[0.3918918918918919, 0.12088556557437138, 0.14023898541162672]",2,"black red ,black shiny ,little black ,big black ,black good ,small black ,black wooden ,big black ,black wooden ,tiny black ,young black ,big black ,strange black ,little black ,stupid black ,black plastic ,thick black ,black wooden ,black short ,black wooden ,black red ,big black ,big black ,teenage black ,black little ,big black ,white black ,small black ,big black ,black plastic ,little black ,black fluffy ,gorgeous black ,black wooden ,young black ,old black ,","big black ,good black ,"
easy,8,value,0.742,input,-0.023239288509573724,0.69444444444444453,0.016661481292604394,0.039900769802178118,"[0.16666666666666666, 0.87092063955610721, 0.80024822953931518]",2,"nice easy ,quick easy ,easy small ,nice easy ,nice easy ,nice easy ,nice easy ,nice easy ,","good easy ,nice easy ,"
wet,2,physical,0.5275,sub,-0.011671164928149347,0.16666666666666666,0.48107082938215773,0.49274199431030707,"[0.16666666666666666, 0.48107082938215773, 0.49274199431030707]",2,"thick wet ,rotten wet ,","wet damp ,"
local,42,location,0.506153846,sub,-0.099803167938299325,0.31826677762650679,0.24085288161202514,0.34065604955032447,"[0.313953488372093, 0.22943722943722944, 0.43752292904835277]",2,"wide local ,little local ,fierce local ,small local ,small local ,local small ,local high ,little local ,gentle local ,small local ,small local ,local hard ,local regional ,local high ,best local ,local british ,major local ,local blue ,local soft ,small local ,wide local ,wide local ,local red ,good local ,wide local ,wide local ,important local ,excellent local ,wide local ,wide local ,local light ,wide local ,little local ,local small ,local hard ,european local ,local red ,wide local ,small local ,big local ,wide local ,little local ,","new local ,local old ,local hard ,best local ,wide local ,"
smart,14,human,0.596666667,input,-0.35688710266715384,0.96666666666666667,0.26510778224333209,0.62199488491048593,"[0.9666666666666667, 0.26510778224333209, 0.62199488491048593]",2,"smart new ,smart new ,smart blue ,smart new ,smart new ,smart new ,smart wooden ,smart new ,smart little ,smart new ,smart green ,smart new ,smart new ,smart new ,","smart new ,"
brown,177,color,0.29875,input,0.098422489835909913,0.83203681027541254,0.21074322780138624,0.11232073796547633,"[0.014044943820224719, 0.11288270080095815, 0.15480200613818398]",2,"wide brown ,dark brown ,light brown ,old brown ,pale brown ,wild brown ,yellow brown ,pale brown ,little brown ,full brown ,thin brown ,long brown ,big brown ,full brown ,big brown ,pale brown ,hot brown ,thick brown ,small brown ,dirty brown ,pale brown ,soft brown ,long brown ,soft brown ,small brown ,heavy brown ,dark brown ,brown wooden ,large brown ,dark brown ,dark brown ,dark brown ,light brown ,dark brown ,light brown ,old brown ,long brown ,small brown ,neat brown ,dark brown ,brown soft ,huge brown ,soft brown ,thick brown ,dark brown ,little brown ,perfect brown ,hot brown ,big brown ,short brown ,deep brown ,dry brown ,big brown ,dark brown ,dark brown ,huge brown ,wild brown ,long brown ,plain brown ,long brown ,wild brown ,poor brown ,little brown ,wild brown ,wild brown ,big brown ,shiny brown ,big brown ,wide brown ,big brown ,dark brown ,dark brown ,big brown ,soft brown ,dark brown ,dark brown ,wide brown ,dark brown ,dark brown ,little brown ,small brown ,dark brown ,large brown ,excellent brown ,small brown ,dark brown ,thick brown ,solid brown ,wild brown ,big brown ,old brown ,wild brown ,plain brown ,short brown ,thick brown ,dark brown ,dark brown ,deep brown ,short brown ,plain brown ,rough brown ,thick brown ,dark brown ,pale brown ,wild brown ,enormous brown ,fine brown ,big brown ,little brown ,long brown ,open brown ,large brown ,young brown ,dark brown ,beautiful brown ,large brown ,dark brown ,shiny brown ,large brown ,little brown ,awful brown ,good brown ,large brown ,dark brown ,large brown ,thick brown ,soft brown ,dirty brown ,beautiful brown ,strong brown ,nice brown ,large brown ,little brown ,long brown ,wild brown ,small brown ,soft brown ,flat brown ,dark brown ,dark brown ,great brown ,warm brown ,wild brown ,comfortable brown ,wild brown ,wild brown ,hard brown ,pale brown ,long brown ,bright brown ,old brown ,expensive brown ,soft brown ,dry brown ,large brown ,solid brown ,short brown ,large brown ,large brown ,dark brown ,horrid brown ,best brown ,thick brown ,pale brown ,strong brown ,old brown ,dirty brown ,dark brown ,horrid brown ,plain brown ,old brown ,golden brown ,dark brown ,big brown ,fresh brown ,long brown ,dark brown ,","wild brown ,plain brown ,soft brown ,sharp brown ,little brown ,wild brown ,dark brown ,thick brown ,big brown ,large brown ,nice brown ,deep brown ,dark brown ,"
good,238,value,0.78125,input,-0.010487471168111585,0.054726154428393264,0.038785827279358025,0.04927329844746961,"[0.8723849372384938, 0.88381053108710428, 0.8761048575961321]",2,"good old ,good old ,good early ,good old ,good rough ,good old ,good old ,little good ,good hot ,good old ,good old ,good solid ,good old ,future good ,good old ,sweet good ,good old ,good old ,good red ,pure good ,loud good ,delicate good ,good old ,good old ,good new ,good old ,good little ,good fresh ,good basic ,good long ,good short ,good new ,good old ,good new ,good old ,good old ,good long ,black good ,good old ,good short ,good old ,good old ,practical good ,good little ,good old ,good old ,good old ,good green ,good small ,good old ,high good ,good long ,good early ,good long ,good old ,side good ,good old ,good short ,current good ,good strong ,good old ,good old ,good old ,good old ,good old ,good short ,good mean ,good old ,good old ,current good ,good old ,fine good ,good old ,good old ,good little ,good long ,good old ,good little ,good long ,good old ,good old ,good small ,practical good ,good hard ,speedy good ,good old ,good old ,good old ,good old ,okay good ,good old ,good new ,brilliant good ,good basic ,good solid ,good strong ,good old ,good long ,good old ,good old ,good old ,good old ,good old ,good new ,good old ,great good ,good old ,past good ,good local ,good old ,good old ,good brave ,good old ,good clean ,good old ,good old ,good old ,high good ,good old ,good hard ,good old ,good old ,good big ,good hard ,good old ,good new ,good old ,good old ,good regular ,good old ,good old ,good top ,good long ,good old ,good old ,good old ,good old ,good green ,good old ,good old ,good old ,good old ,good heavy ,good fresh ,good big ,good old ,good old ,little good ,good clear ,great good ,necessary good ,good little ,good brown ,solid good ,good old ,good old ,good old ,good mexican ,good old ,good old ,good high ,good old ,good old ,good little ,good new ,good long ,big good ,good old ,good old ,good short ,great good ,good old ,good old ,good long ,good old ,good smooth ,good old ,good clever ,good old ,good long ,good old ,good old ,good young ,good old ,good hard ,high good ,good old ,good green ,good healthy ,good old ,good old ,quick good ,good old ,good old ,good smooth ,good old ,good old ,good old ,good old ,good long ,good big ,good old ,good new ,good old ,good old ,good old ,good old ,good hot ,good old ,good old ,nice good ,good practical ,good old ,good old ,good old ,good long ,good solid ,good old ,good old ,good old ,good nice ,good old ,good old ,good old ,good long ,good old ,good old ,good old ,good old ,recent good ,good old ,good old ,good old ,good old ,good long ,good long ,good old ,good dry ,","good old ,good old ,good easy ,good old ,good nice ,good old ,good old ,good old ,perfect good ,basic good ,good old ,old good ,good new ,good black ,good little ,little good ,good red ,enormous good ,good long ,good old ,good old ,good hard ,good hard ,good old ,good high ,great good ,back good ,good solid ,good old ,good old ,good old ,"
big,377,dimension,0.691666667,input,0.0089030923487217906,0.11701977924352601,0.0089253206584091315,2.2228309687340765e-05,"[0.4933862433862434, 0.64565167065359985, 0.76657149471409836]",2,"great big ,big bad ,nice big ,massive big ,big tall ,big large ,big bright ,big long ,great big ,big yellow ,great big ,big soft ,big open ,massive big ,big red ,nice big ,great big ,great big ,big white ,great big ,big green ,big thick ,odd big ,great big ,big black ,big brown ,major big ,great big ,great big ,big brown ,big blue ,big wooden ,big bad ,great big ,big fat ,great big ,mean big ,big international ,nice big ,great big ,great big ,big red ,great big ,big old ,great big ,fine big ,big gigantic ,great big ,big white ,nice big ,big black ,great big ,big fat ,great big ,big important ,great big ,nice big ,great big ,big red ,big bad ,big fat ,nice big ,live big ,great big ,big fat ,great big ,great big ,big old ,big old ,big blue ,big purple ,big blonde ,old big ,great big ,big black ,great big ,big old ,great big ,great big ,nice big ,great big ,great big ,big international ,big positive ,big thick ,big bad ,big new ,big deep ,new big ,massive big ,big new ,big heavy ,nice big ,great big ,big brown ,big long ,great big ,big white ,big fat ,horrible big ,little big ,great big ,big long ,great big ,great big ,big brown ,great big ,great big ,great big ,great big ,big soft ,great big ,big long ,nice big ,great big ,great big ,new big ,great big ,big open ,nice big ,great big ,big fine ,great big ,excellent big ,nice big ,big bad ,comfortable big ,big old ,big blue ,great big ,future big ,great big ,big old ,great big ,big brown ,big brown ,big massive ,big cold ,recent big ,big long ,great big ,big fat ,great big ,great big ,great big ,big brown ,great big ,odd big ,big green ,big green ,big yellow ,great big ,great big ,massive big ,great big ,great big ,big brown ,great big ,great big ,big bad ,great big ,great big ,big bad ,great big ,big new ,great big ,great big ,big new ,big open ,big black ,big new ,big american ,beautiful big ,great big ,big heavy ,great big ,good big ,big back ,big yellow ,big red ,big bad ,great big ,big brown ,big international ,big old ,big old ,odd big ,great big ,great big ,big thick ,pretty big ,great big ,big huge ,big black ,big wooden ,great big ,big green ,great big ,big fluffy ,big open ,big long ,big long ,big red ,big yellow ,big long ,great big ,great big ,great big ,great big ,great big ,new big ,great big ,big bad ,big wooden ,big central ,big posh ,great big ,great big ,big old ,big solid ,big red ,great big ,big golden ,big black ,great big ,big old ,great big ,big new ,great big ,great big ,big brown ,great big ,great big ,great big ,great big ,big white ,big wooden ,big third ,big shiny ,great big ,good big ,big happy ,big white ,nice big ,great big ,great big ,big new ,big old ,big new ,great big ,big wide ,big green ,great big ,big new ,big white ,big regional ,big bad ,big old ,big green ,third big ,big large ,new big ,great big ,big heavy ,big posh ,great big ,old big ,big green ,big good ,new big ,great big ,nice big ,nice big ,big black ,big red ,big thick ,beautiful big ,big massive ,great big ,big white ,big thick ,big blue ,nice big ,new big ,nice big ,big wooden ,great big ,big yellow ,great big ,big posh ,little big ,big long ,big plastic ,nice big ,big old ,big negative ,big wooden ,nice big ,great big ,nice big ,big heavy ,big green ,great big ,big old ,big thick ,big soft ,big new ,great big ,new big ,great big ,big top ,little big ,great big ,great big ,great big ,big fat ,big blue ,great big ,big fat ,big wooden ,great big ,big old ,great big ,good big ,great big ,big bad ,great big ,great big ,great big ,big long ,great big ,big golden ,great big ,big old ,big soft ,great big ,great big ,big local ,big long ,great big ,big heavy ,big bad ,big fat ,big huge ,great big ,new big ,great big ,great big ,big heavy ,nice big ,big back ,live big ,huge big ,big thick ,great big ,nice big ,big old ,great big ,big soft ,great big ,great big ,big new ,big fat ,big long ,great big ,great big ,third big ,huge big ,big old ,big old ,big blue ,great big ,big wide ,big blue ,massive big ,big brown ,great big ,","big deep ,great big ,great big ,big thick ,huge big ,nice big ,great big ,great big ,nice big ,great big ,big black ,big long ,big dirty ,great big ,big wooden ,nice big ,big yellow ,nice big ,great big ,great big ,big steep ,big wide ,great big ,big old ,great big ,great big ,big blue ,great big ,great big ,big old ,great big ,great big ,big old ,big brown ,great big ,big long ,big old ,big new ,big healthy ,big sad ,great big ,big white ,big cold ,great big ,"
regional,9,location,0.278666667,sub,-0.072362175976633747,0.75,0.76925885359620305,0.8416210295728368,"[0.25, 0.230741146403797, 0.1583789704271632]",2,"local regional ,regional short ,strong regional ,northern regional ,major regional ,regional short ,big regional ,strong regional ,large regional ,","major regional ,"
fat,25,dimension,0.619375,input,0.012588743321378937,0.67307692307692313,0.36185318012149603,0.3492644368001171,"[0.3269230769230769, 0.63814681987850397, 0.6507355631998829]",2,"deep fat ,fat old ,big fat ,big fat ,big fat ,big fat ,fat green ,big fat ,fat soft ,deep fat ,fat old ,big fat ,deep fat ,fat old ,deep fat ,fat old ,fat old ,deep fat ,fat soft ,deep fat ,big fat ,big fat ,big fat ,deep fat ,big fat ,","little fat ,"
dark,88,color,0.315,input,-0.00012493700206130324,0.23757502371042447,2.2441366344732563e-06,0.00012718113869577649,"[0.9606741573033708, 0.11797296299032282, 0.2134889561941346]",2,"dark brown ,dark solid ,dark red ,dark blue ,dark blue ,dark red ,dark brown ,dark red ,dark brown ,dark brown ,dark green ,dark brown ,dark brown ,dark red ,dark green ,dark brown ,dark red ,dark brown ,dark red ,dark red ,dark green ,dark brown ,dark brown ,dark green ,dark brown ,dark green ,dark brown ,dark blue ,dark red ,dark brown ,dark brown ,dark green ,dark brown ,dark brown ,dark solid ,dark brown ,dark brown ,dark blue ,dark cold ,dark blue ,dark blue ,dark brown ,dark brown ,dark red ,dark green ,dark blue ,dark brown ,dark red ,great dark ,dark green ,dark brown ,dark red ,dark brown ,dark brown ,dark green ,dark soft ,dark green ,dark purple ,dark blue ,dark green ,dark purple ,dark red ,dark brown ,dark brown ,dark blue ,dark green ,dark red ,dark green ,dark blue ,dark short ,dark purple ,dark red ,dark red ,dark green ,dark purple ,dark brown ,dark green ,dark blue ,dark green ,dark blue ,short dark ,dark blue ,dark blue ,dark green ,small dark ,dark brown ,dark brown ,dark brown ,","dark blue ,dark blue ,dark blue ,deep dark ,dark brown ,dark purple ,dark yellow ,dark brown ,"
famous,16,human,0.451111111,input,-0.079492327823189352,0.83131487889273348,0.070245727353362375,0.14973805517655173,"[0.9117647058823529, 0.26503910532855784, 0.38696001754257731]",2,"famous yellow ,old famous ,famous red ,famous french ,famous old ,famous green ,famous red ,famous old ,famous blue ,famous old ,famous old ,famous blue ,famous old ,famous long ,famous old ,famous red ,","famous old ,famous red ,"
awful,22,value,0.641666667,input,0.35387933833829899,0.91583814558981713,0.57733676273159107,0.22345742439329211,"[0.9782608695652174, 0.87168044480210694, 0.68754115151071771]",2,"awful quiet ,awful long ,awful long ,awful long ,awful long ,awful long ,awful old ,awful long ,awful long ,awful long ,awful long ,awful long ,awful brown ,awful long ,awful long ,awful large ,awful long ,awful long ,awful old ,awful little ,awful long ,awful long ,","awful long ,awful inner ,awful quiet ,awful long ,"
wooden,154,material,0.255454545,lexical,0.011011331335062824,0.063502864022459068,0.18077260608654538,0.16976127475148256,"[0.0032258064516129032, 0.010667661320402835, 0.12950391644908615]",2,"long wooden ,solid wooden ,tiny wooden ,long wooden ,tiny wooden ,little wooden ,small wooden ,great wooden ,rotten wooden ,grand wooden ,simple wooden ,tiny wooden ,small wooden ,old wooden ,big wooden ,long wooden ,new wooden ,small wooden ,huge wooden ,black wooden ,large wooden ,old wooden ,brown wooden ,long wooden ,green wooden ,little wooden ,large wooden ,black wooden ,new wooden ,hollow wooden ,large wooden ,solid wooden ,flat wooden ,old wooden ,inner wooden ,innocent wooden ,little wooden ,long wooden ,tall wooden ,low wooden ,small wooden ,old wooden ,large wooden ,old wooden ,long wooden ,large wooden ,smart wooden ,little wooden ,long wooden ,little wooden ,old wooden ,mean wooden ,plain wooden ,large wooden ,little wooden ,outer wooden ,long wooden ,tall wooden ,narrow wooden ,small wooden ,tall wooden ,heavy wooden ,small wooden ,black wooden ,large wooden ,small wooden ,old wooden ,black wooden ,short wooden ,long wooden ,old wooden ,old wooden ,small wooden ,long wooden ,thick wooden ,small wooden ,massive wooden ,thick wooden ,white wooden ,big wooden ,old wooden ,plain wooden ,simple wooden ,little wooden ,low wooden ,tiny wooden ,little wooden ,big wooden ,old wooden ,tiny wooden ,old wooden ,huge wooden ,small wooden ,flat wooden ,small wooden ,big wooden ,old wooden ,heavy wooden ,rough wooden ,high wooden ,large wooden ,little wooden ,flat wooden ,hard wooden ,short wooden ,old wooden ,heavy wooden ,big wooden ,old wooden ,long wooden ,old wooden ,long wooden ,big wooden ,hard wooden ,major wooden ,large wooden ,long wooden ,new wooden ,hot wooden ,bright wooden ,light wooden ,little wooden ,small wooden ,short wooden ,old wooden ,big wooden ,long wooden ,wide wooden ,high wooden ,long wooden ,black wooden ,small wooden ,proper wooden ,thick wooden ,little wooden ,central wooden ,short wooden ,heavy wooden ,small wooden ,simple wooden ,long wooden ,outer wooden ,old wooden ,low wooden ,tiny wooden ,heavy wooden ,large wooden ,small wooden ,small wooden ,tall wooden ,flat wooden ,small wooden ,old wooden ,large wooden ,","simple wooden ,nice wooden ,simple wooden ,old wooden ,green wooden ,outer wooden ,outer wooden ,simple wooden ,solid wooden ,little wooden ,big wooden ,old wooden ,rough wooden ,ancient wooden ,huge wooden ,large wooden ,outer wooden ,wooden old ,great wooden ,narrow wooden ,hard wooden ,"
large,70,dimension,0.548181818,input,0.02523136386709467,0.63232896522686155,0.043531635195957125,0.018300271328862455,"[0.9366197183098591, 0.63906284535474844, 0.56465040890002205]",2,"big large ,large strong ,large red ,large wooden ,large brown ,large soft ,large wooden ,large square ,large wooden ,large special ,large red ,large new ,large wooden ,large wooden ,large yellow ,large smooth ,large wooden ,large blue ,large comfortable ,large red ,large wooden ,large negative ,large brown ,large red ,large plastic ,large new ,large old ,large new ,large red ,large new ,large brown ,large old ,large brown ,large red ,large new ,large open ,large brown ,large brown ,large brown ,big large ,large wooden ,large brown ,large long ,large yellow ,large new ,awful large ,large flat ,large red ,large red ,large new ,huge large ,large wooden ,large old ,large regional ,large old ,large new ,large old ,large open ,large new ,large brown ,large new ,large brown ,large brown ,large red ,large blue ,large wooden ,large new ,large green ,large yellow ,large wooden ,","large high ,large blue ,large yellow ,large new ,large wooden ,large new ,large brown ,"
bad,60,value,0.71625,sub,-0.035690349095312879,0.30984726834453663,0.3679067273978131,0.40359707649312598,"[0.6475409836065574, 0.8737585521959832, 0.76811594202898548]",2,"big bad ,bad old ,bad old ,big bad ,bad old ,bad old ,bad old ,bad old ,bad old ,big bad ,bad old ,bad old ,future bad ,bad old ,mad bad ,bad little ,bad old ,big bad ,recent bad ,bad little ,bad old ,bad old ,bad old ,big bad ,bad old ,bad old ,bad old ,recent bad ,bad old ,big bad ,big bad ,third bad ,big bad ,bad old ,big bad ,bad old ,bad old ,big bad ,bad old ,bad old ,bad old ,bad old ,bad little ,bad small ,bad solid ,bad old ,bad old ,recent bad ,big bad ,bad long ,big bad ,bad old ,bad old ,simple bad ,bad old ,huge bad ,mad bad ,bad old ,bad old ,bad old ,","rotten bad ,bad old ,bad side ,bad little ,bad old ,"
common,4,value,0.58,lexical,0.28318132068588109,0.10000000000000001,0.8707041225829989,0.58752280189711781,"[0.1, 0.8707041225829989, 0.58752280189711781]",2,"basic common ,old common ,dumb common ,strong common ,","common little ,"
plain,17,value,0.571428571,input,0.41723208664983813,0.84027777777777768,0.75935317246890921,0.34212108581907108,"[0.9166666666666666, 0.87140872870823893, 0.58491117771766943]",2,"plain old ,heavy plain ,plain red ,plain white ,plain wooden ,plain brown ,plain red ,plain green ,plain old ,plain brown ,plain wooden ,plain white ,plain blue ,plain brown ,plain old ,plain old ,plain brown ,","plain brown ,plain old ,"
small,127,dimension,0.513,sub,-0.061630656383383137,0.12085764207109118,0.19702403416082273,0.25865469054420587,"[0.71484375, 0.64024073110929491, 0.44126606731555096]",2,"final small ,small red ,small blue ,small plastic ,little small ,small red ,small wooden ,small local ,small red ,small wooden ,small local ,easy small ,local small ,small brown ,small round ,small blue ,small little ,small black ,small square ,small brown ,small wooden ,small short ,perfect small ,small square ,small red ,small local ,new small ,good small ,small red ,new small ,new small ,small red ,small local ,small brown ,small red ,small little ,small wooden ,best small ,new small ,small green ,comfortable small ,small hard ,best small ,small little ,small green ,small green ,small hard ,good small ,small red ,small red ,small local ,small old ,small wooden ,stupid small ,small wooden ,excellent small ,small wooden ,best small ,small plastic ,small brown ,small yellow ,narrow small ,small brown ,small wooden ,small young ,small wooden ,small red ,small little ,small square ,best small ,small little ,small little ,small green ,small blue ,normal small ,beautiful small ,small soft ,small wooden ,small red ,small wooden ,small blue ,small green ,small side ,small black ,small green ,small blue ,small green ,new small ,small old ,local small ,small new ,small new ,small brown ,bad small ,small blue ,small blue ,small green ,nice small ,new small ,past small ,small square ,small blue ,new small ,expensive small ,beautiful small ,small red ,small wooden ,neat small ,small hard ,ugly small ,odd small ,small basic ,small little ,small local ,small wooden ,small new ,small new ,little small ,small wooden ,small square ,small dark ,special small ,small wooden ,small red ,small wooden ,small wooden ,little small ,","small yellow ,beautiful small ,small hard ,small yellow ,little small ,little small ,small red ,best small ,"
