adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
black,38,color,0.269,lexical,0.003670781866229174,1.3364650814211393e-08,0.0064527179297716253,0.0027819360635424513,"[0.3717948717948718, 0.12130216587427364, 0.14005546751188588]",2,"gorgeous black ,old black ,little black ,big black ,big black ,good black ,big black ,young black ,black shiny ,black good ,small black ,strange black ,young black ,thick black ,little black ,black little ,big black ,black red ,little black ,big black ,big black ,tiny black ,big black ,big black ,black fluffy ,white black ,stupid black ,teenage black ,small black ,black red ,black wooden ,black wooden ,black short ,black plastic ,black wooden ,black plastic ,black wooden ,black wooden ,","big black ,big black ,big black ,big black ,little black ,good black ,big black ,big black ,big black ,big black ,little black ,little black ,little black ,little black ,pretty black ,little black ,big black ,big black ,big black ,big black ,big black ,smart black ,big black ,big black ,big black ,smart black ,big black ,big black ,big black ,big black ,big black ,big black ,big black ,smart black ,big black ,big black ,big black ,big black ,little black ,"
pretty,14,value,0.863333333,sub,-0.17978200380950715,0.0019704411875208876,0.016641340736802655,0.1964233445463098,"[0.8333333333333334, 0.87052395997893628, 0.94187730384412849]",2,"pretty heavy ,pretty full ,neat pretty ,nice pretty ,pretty little ,pretty little ,pretty little ,pretty little ,pretty big ,pretty hard ,pretty soft ,pretty new ,pretty long ,pretty rotten ,","pretty quick ,pretty good ,pretty good ,pretty good ,pretty good ,pretty big ,pretty nice ,pretty nice ,pretty big ,pretty good ,pretty small ,pretty good ,pretty little ,pretty new ,pretty good ,pretty good ,pretty little ,pretty blue ,pretty little ,pretty big ,pretty wild ,pretty silly ,pretty wild ,pretty neat ,pretty silly ,pretty good ,pretty good ,pretty hard ,pretty hard ,pretty good ,pretty good ,pretty neat ,pretty long ,pretty good ,nice pretty ,nice pretty ,pretty hard ,pretty good ,pretty wild ,pretty big ,pretty big ,pretty hard ,pretty little ,pretty heavy ,pretty huge ,pretty little ,pretty little ,pretty little ,pretty good ,pretty little ,pretty good ,pretty good ,pretty good ,pretty little ,pretty good ,pretty good ,pretty good ,pretty little ,pretty blue ,pretty big ,pretty fun ,pretty fun ,pretty new ,pretty black ,pretty big ,pretty blue ,pretty big ,pretty big ,pretty big ,pretty long ,pretty big ,gentle pretty ,pretty short ,pretty long ,pretty loud ,gentle pretty ,"
orange,1,color,0.301538462,lexical,0.08832184404075609,5.9604644775390625e-08,0.20660529246588352,0.11828344842512743,"[0.75, 0.12314364568274412, 0.16296490997502958]",2,"orange smooth ,","brown orange ,big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,"
east,2,location,0.202222222,sub,-0.21202543520518002,0.69444444444444453,0.59084521136088963,0.80287064656606966,"[0.16666666666666666, 0.231335436382755, 0.10396950578338592]",2,"south east ,north east ,","little east ,little east ,"
smart,15,human,0.596666667,input,-0.022718968702191172,0.77569987974220567,2.5186495307412854e-05,0.022744155197498585,"[0.96875, 0.26616194865042792, 0.62317314022383152]",2,"smart little ,smart new ,smart wooden ,smart new ,smart new ,smart new ,smart new ,smart new ,smart new ,smart green ,smart new ,smart new ,smart new ,smart new ,smart blue ,","smart new ,smart new ,smart new ,smart little ,smart little ,smart black ,smart black ,smart black ,"
brown,190,color,0.29875,input,0.0046046341524879865,0.083727621998431798,0.0048041518846326479,0.0001995177321446616,"[0.013089005235602094, 0.11354447439353099, 0.1543800539083558]",2,"thick brown ,strong brown ,little brown ,light brown ,light brown ,wide brown ,nice brown ,old brown ,big brown ,pale brown ,big brown ,big brown ,dirty brown ,little brown ,old brown ,little brown ,dark brown ,dark brown ,dark brown ,short brown ,dark brown ,dry brown ,brown wooden ,long brown ,dark brown ,plain brown ,soft brown ,golden brown ,big brown ,beautiful brown ,old brown ,sharp brown ,small brown ,little brown ,old brown ,comfortable brown ,soft brown ,dark brown ,dark brown ,long brown ,bright brown ,thick brown ,dark brown ,dirty brown ,huge brown ,big brown ,small brown ,large brown ,shiny brown ,long brown ,large brown ,thin brown ,soft brown ,dark brown ,dark brown ,full brown ,full brown ,hot brown ,beautiful brown ,poor brown ,hard brown ,soft brown ,dark brown ,wild brown ,soft brown ,big brown ,huge brown ,large brown ,long brown ,long brown ,short brown ,plain brown ,plain brown ,dark brown ,big brown ,big brown ,pale brown ,pale brown ,dark brown ,pale brown ,wide brown ,dark brown ,dark brown ,deep brown ,large brown ,soft brown ,flat brown ,thick brown ,yellow brown ,shiny brown ,large brown ,old brown ,dark brown ,thick brown ,light brown ,wild brown ,wild brown ,best brown ,wild brown ,wild brown ,wild brown ,wild brown ,excellent brown ,wild brown ,wild brown ,wild brown ,wild brown ,good brown ,thick brown ,dark brown ,long brown ,solid brown ,deep brown ,awful brown ,old brown ,big brown ,big brown ,dark brown ,dark brown ,large brown ,little brown ,small brown ,large brown ,dry brown ,dark brown ,large brown ,perfect brown ,thick brown ,dark brown ,short brown ,wide brown ,wild brown ,plain brown ,small brown ,short brown ,open brown ,brown soft ,dark brown ,expensive brown ,large brown ,fresh brown ,neat brown ,solid brown ,small brown ,soft brown ,thick brown ,dark brown ,horrid brown ,big brown ,wild brown ,pale brown ,pale brown ,dark brown ,dark brown ,dark brown ,dark brown ,large brown ,little brown ,little brown ,large brown ,rough brown ,heavy brown ,small brown ,long brown ,dirty brown ,plain brown ,warm brown ,dark brown ,nice brown ,big brown ,wild brown ,deep brown ,dark brown ,dark brown ,fine brown ,little brown ,horrid brown ,long brown ,pale brown ,large brown ,dark brown ,dark brown ,long brown ,young brown ,great brown ,thick brown ,hot brown ,strong brown ,enormous brown ,soft brown ,","big brown ,big brown ,little brown ,big brown ,big brown ,little brown ,brown orange ,brown grey ,brown grey ,little brown ,little brown ,little brown ,little brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,little brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,little brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,"
good,269,value,0.78125,input,-5.5361546496041367e-07,6.634713932315393e-06,3.7374588673801756e-07,9.2736135169843117e-07,"[0.8611111111111112, 0.88339463288380327, 0.87692412477864046]",2,"good old ,old good ,good red ,good old ,good practical ,good old ,good mexican ,good old ,good short ,good high ,good long ,good solid ,good healthy ,good dry ,good rough ,good black ,good clever ,good regular ,good old ,good old ,good old ,good hard ,good hard ,good nice ,good old ,good little ,good early ,black good ,speedy good ,good early ,good brave ,good old ,good old ,good short ,good solid ,good old ,good strong ,good old ,good old ,okay good ,current good ,good local ,good old ,good old ,good old ,good mean ,good old ,good hot ,good basic ,good heavy ,side good ,good old ,good old ,good long ,good old ,good long ,good long ,good old ,good old ,good old ,good solid ,good solid ,good little ,good old ,good little ,good short ,good strong ,good old ,good big ,good old ,good old ,good long ,good nice ,good old ,good hot ,good big ,good old ,good old ,good old ,good little ,good little ,nice good ,good little ,good old ,good easy ,good old ,good top ,good old ,good old ,good old ,good old ,good old ,good high ,good old ,good old ,good old ,good little ,good long ,good basic ,good old ,good old ,good old ,good old ,good new ,good clean ,good old ,good old ,good old ,good old ,good old ,good old ,good clear ,good young ,good old ,good old ,good old ,good old ,good old ,good long ,good red ,enormous good ,necessary good ,good old ,good old ,good old ,solid good ,good small ,past good ,great good ,back good ,high good ,good old ,good old ,good old ,good old ,good long ,good old ,good old ,good long ,good old ,little good ,little good ,good old ,good old ,little good ,good hard ,good old ,good fresh ,sweet good ,good old ,good fresh ,good old ,good old ,good green ,good old ,great good ,high good ,future good ,good old ,good old ,good long ,good old ,good long ,good old ,good old ,good old ,good old ,good new ,good old ,good old ,good old ,great good ,good old ,good long ,good hard ,good new ,good new ,good new ,good old ,good short ,good green ,good brown ,good old ,good old ,good old ,good old ,good old ,good old ,good smooth ,practical good ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,practical good ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,good small ,recent good ,loud good ,good old ,quick good ,good old ,good new ,good new ,good hard ,good long ,basic good ,good old ,good old ,good green ,big good ,good long ,good old ,good old ,good long ,good old ,good old ,fine good ,good old ,good old ,good old ,pure good ,good old ,great good ,good old ,good short ,good old ,current good ,good old ,perfect good ,good new ,good old ,good old ,good old ,good old ,good big ,good old ,good old ,good old ,good old ,good old ,brilliant good ,delicate good ,good old ,good long ,good old ,high good ,good old ,good old ,good old ,good hard ,good smooth ,good old ,good old ,good old ,good long ,good old ,good new ,good old ,","pretty good ,pretty good ,good wee ,pretty good ,good wee ,good wee ,good wee ,good wee ,good big ,pretty good ,pretty good ,good okay ,pretty good ,good little ,good fresh ,good black ,pretty good ,pretty good ,good fresh ,good just ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,good little ,good little ,good little ,good little ,pretty good ,good big ,good little ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,good long ,good long ,good long ,good old ,good long ,mean good ,good old ,good big ,good big ,good long ,good big ,good little ,good little ,"
waterproof,N/A,physical,0.192307692,N/A,0.0,0.25,0.25,0.25,not in input,2,,"light waterproof ,light waterproof ,"
big,421,dimension,0.691666667,sub,-0.022058607912654536,1.0417126506284262e-30,3.5486434797765626e-07,0.022058962777002512,"[0.49170616113744076, 0.64376130198915005, 0.76700514675198217]",2,"big sad ,big fat ,great big ,big tall ,big old ,big long ,big old ,big long ,big bad ,big bad ,great big ,great big ,big local ,big open ,great big ,great big ,big green ,big green ,great big ,big green ,big blue ,new big ,big green ,great big ,big solid ,great big ,great big ,great big ,big white ,great big ,big cold ,great big ,great big ,great big ,great big ,great big ,big american ,big black ,big black ,big thick ,big heavy ,big white ,big white ,great big ,big red ,big deep ,big long ,great big ,big old ,big old ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,big old ,big healthy ,big black ,great big ,big long ,big long ,great big ,new big ,big important ,nice big ,big international ,great big ,great big ,great big ,big heavy ,big bad ,great big ,big open ,big thick ,huge big ,big back ,big new ,massive big ,great big ,big long ,big regional ,big open ,massive big ,massive big ,great big ,big third ,big thick ,great big ,big top ,big red ,big white ,big wooden ,massive big ,big shiny ,big bright ,nice big ,great big ,great big ,big international ,big positive ,big negative ,great big ,great big ,great big ,big heavy ,big wooden ,big wide ,great big ,big thick ,nice big ,big fat ,great big ,big new ,big brown ,big back ,great big ,great big ,big heavy ,big red ,big thick ,great big ,nice big ,big steep ,great big ,great big ,big yellow ,big old ,big deep ,big massive ,great big ,great big ,great big ,great big ,big wide ,big international ,big cold ,big central ,great big ,big fine ,great big ,nice big ,great big ,big long ,great big ,great big ,great big ,nice big ,great big ,beautiful big ,great big ,big black ,great big ,little big ,great big ,great big ,great big ,great big ,great big ,big brown ,great big ,nice big ,little big ,big old ,great big ,great big ,big white ,big old ,big happy ,huge big ,great big ,great big ,big brown ,big huge ,big green ,big new ,big gigantic ,new big ,big fat ,great big ,big thick ,nice big ,great big ,great big ,great big ,big posh ,big fat ,great big ,great big ,big golden ,great big ,good big ,great big ,big new ,great big ,nice big ,great big ,big large ,big long ,big black ,big blue ,great big ,big black ,big white ,huge big ,good big ,big old ,nice big ,great big ,great big ,great big ,big open ,great big ,great big ,great big ,great big ,great big ,big thick ,big white ,big new ,big old ,big old ,great big ,great big ,big fat ,big old ,great big ,great big ,big posh ,big massive ,great big ,great big ,big posh ,big purple ,great big ,great big ,great big ,nice big ,great big ,great big ,nice big ,big old ,big fat ,big red ,big wide ,great big ,great big ,big black ,big long ,great big ,big black ,nice big ,great big ,great big ,nice big ,big fat ,big large ,big thick ,big heavy ,big long ,nice big ,great big ,big long ,big yellow ,big heavy ,nice big ,nice big ,beautiful big ,big fluffy ,big fat ,pretty big ,big golden ,big green ,big fat ,big long ,great big ,great big ,big dirty ,big long ,great big ,big huge ,great big ,massive big ,great big ,great big ,nice big ,big blonde ,big fat ,third big ,big long ,great big ,big new ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,big old ,big white ,big blue ,big old ,big bad ,big brown ,big new ,big new ,big old ,horrible big ,big bad ,big bad ,big old ,odd big ,odd big ,odd big ,great big ,big old ,big blue ,third big ,big new ,great big ,big old ,big brown ,big wooden ,big yellow ,nice big ,nice big ,nice big ,big wooden ,big brown ,big soft ,big soft ,big soft ,big bad ,new big ,great big ,big blue ,big new ,little big ,comfortable big ,big brown ,big brown ,great big ,great big ,new big ,big red ,great big ,big brown ,big new ,great big ,big brown ,excellent big ,nice big ,nice big ,great big ,big old ,big old ,big red ,big new ,live big ,new big ,big green ,big good ,great big ,big wooden ,big wooden ,big yellow ,big bad ,new big ,great big ,big wooden ,big blue ,live big ,nice big ,recent big ,big brown ,new big ,big old ,great big ,big bad ,big plastic ,nice big ,good big ,big blue ,old big ,mean big ,big brown ,big soft ,future big ,major big ,great big ,big wooden ,big yellow ,big yellow ,big green ,big bad ,big soft ,big bad ,great big ,big red ,big blue ,fine big ,great big ,great big ,great big ,big old ,great big ,old big ,great big ,great big ,great big ,great big ,great big ,big bad ,","great big ,big black ,big brown ,big brown ,big red ,big long ,big black ,big long ,big long ,nice big ,big black ,big black ,big brown ,good big ,pretty big ,great big ,pretty big ,big red ,great big ,great big ,great big ,big bad ,big bad ,big bad ,big bad ,big brown ,big fat ,big bad ,big bad ,new big ,nice big ,big bad ,big long ,big round ,big round ,great big ,great big ,great big ,great big ,great big ,nice big ,nice big ,big old ,great big ,great big ,nice big ,big long ,big steep ,big long ,great big ,big tall ,big long ,big tall ,big deep ,big long ,big long ,big long ,big red ,big yellow ,pretty big ,big old ,great big ,great big ,big comfy ,big comfy ,big comfy ,big comfy ,great big ,big comfy ,nice big ,big strong ,great big ,great big ,big round ,big long ,big long ,big long ,big long ,big fat ,big long ,big fat ,big fat ,big fat ,big fat ,big fat ,great big ,big bad ,big bad ,big red ,great big ,big fat ,big long ,big long ,big fat ,big long ,big smiley ,mean big ,big fat ,big black ,big black ,big black ,big long ,big fat ,big long ,big long ,big long ,big long ,great big ,big red ,big red ,big red ,big red ,great big ,great big ,great big ,great big ,big red ,nice big ,big fat ,big long ,big long ,big fat ,nice big ,great big ,great big ,big fat ,big grey ,great big ,big black ,great big ,big red ,big red ,big fat ,big heavy ,big tall ,big heavy ,big heavy ,big heavy ,big heavy ,big orange ,big loud ,pretty big ,pretty big ,big red ,great big ,great big ,great big ,big soft ,big rough ,big red ,big bad ,great big ,big bad ,big old ,great big ,good big ,big red ,big red ,big red ,great big ,big blue ,big white ,big red ,big red ,big red ,great big ,great big ,pretty big ,beautiful big ,big tall ,big long ,big nasty ,big red ,great big ,great big ,great big ,great big ,pretty big ,big nasty ,pretty big ,pretty big ,great big ,pretty big ,great big ,great big ,big nasty ,big yellow ,pretty big ,great big ,big brown ,big brown ,big strong ,big blue ,big blue ,beautiful big ,nice big ,nice big ,big strong ,big brown ,beautiful big ,beautiful big ,big brown ,big fluffy ,big fluffy ,big fluffy ,big black ,big black ,beautiful big ,big brown ,big brown ,big orange ,big blue ,big blue ,big french ,big strong ,beautiful big ,nice big ,great big ,big strong ,big strong ,big white ,big white ,beautiful big ,nice big ,big strong ,big orange ,big blue ,big blue ,big blue ,big orange ,big fluffy ,big strong ,big strong ,big strong ,nice big ,nice big ,nice big ,big strong ,big blue ,big orange ,big brown ,big brown ,big strong ,big strong ,big strong ,nice big ,big black ,big brown ,big brown ,big brown ,great big ,big round ,big brown ,beautiful big ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big round ,big brown ,big strong ,big black ,big brown ,big brown ,beautiful big ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big strong ,big strong ,big strong ,big black ,big strong ,big strong ,big strong ,big green ,big brown ,big brown ,big strong ,big blue ,big blue ,big blue ,big strong ,beautiful big ,big fluffy ,big red ,big blue ,beautiful big ,big blue ,big orange ,big white ,big blue ,nice big ,big black ,beautiful big ,nice big ,nice big ,big blue ,big strong ,big brown ,big brown ,big brown ,nice big ,nice big ,big black ,big blue ,big fluffy ,big brown ,big strong ,big black ,beautiful big ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big white ,big brown ,big brown ,big yellow ,big round ,big blue ,big black ,beautiful big ,big strong ,beautiful big ,big french ,big fluffy ,big brown ,nice big ,big strong ,big fluffy ,big black ,big brown ,big brown ,big brown ,big strong ,big brown ,big brown ,big brown ,big brown ,big brown ,big strong ,big brown ,big brown ,big white ,big strong ,nice big ,big fluffy ,big french ,big french ,big black ,big red ,nice big ,big fluffy ,beautiful big ,nice big ,big black ,beautiful big ,big round ,big brown ,big brown ,big strong ,big black ,big black ,big fluffy ,big fluffy ,nice big ,nice big ,big tall ,big wool ,big fluffy ,beautiful big ,big black ,big red ,big strong ,big blue ,big round ,big white ,big fluffy ,big brown ,nice big ,big blue ,big strong ,big yellow ,beautiful big ,big green ,nice big ,big strong ,big white ,big strong ,nice big ,good big ,big brown ,good big ,big brown ,big brown ,big old ,big brown ,big orange ,big blue ,big blue ,beautiful big ,big strong ,big strong ,nice big ,big brown ,big brown ,big brown ,big brown ,big huge ,great big ,big grey ,big orange ,big gold ,big gold ,big strong ,big strong ,big orange ,big strong ,big red ,big black ,big yellow ,big red ,big black ,big huge ,big brown ,big yellow ,big green ,big brown ,beautiful big ,big black ,big white ,big black ,big green ,big huge ,big orange ,big orange ,big french ,big bad ,big bad ,big bad ,big bad ,big fluffy ,big strong ,big blue ,big brown ,good big ,big brown ,big brown ,big brown ,big brown ,nice big ,big brown ,big brown ,big brown ,big yellow ,big hard ,nice big ,nice big ,big sad ,big sad ,big sad ,big long ,major big ,big french ,big heavy ,big fat ,big fat ,big fierce ,big fierce ,nice big ,big fat ,great big ,nice big ,big bad ,big bad ,"
horrible,10,value,0.64,input,-0.063839779160412058,0.41945563827607402,0.34194268158245428,0.40578246074286634,"[0.7727272727272727, 0.87032894736842104, 0.68664473684210525]",2,"horrible little ,dirty horrible ,great horrible ,horrible back ,horrible little ,horrible big ,horrible old ,horrible old ,horrible long ,horrible old ,","horrible little ,horrible little ,horrible little ,dirty horrible ,"
fat,27,dimension,0.619375,input,6.6805167880193875e-09,0.0014851777708249198,1.2403884264395451e-08,5.7233674763760632e-09,"[0.30357142857142855, 0.63629170512989586, 0.65158908083871814]",2,"big fat ,deep fat ,big fat ,little fat ,deep fat ,deep fat ,deep fat ,big fat ,big fat ,deep fat ,big fat ,deep fat ,deep fat ,big fat ,big fat ,fat old ,big fat ,sick fat ,big fat ,big fat ,fat old ,fat old ,fat green ,fat old ,fat soft ,fat soft ,fat old ,","big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,"
awful,26,value,0.641666667,input,0.22786310256693945,0.82950899119010713,0.25161188419152047,0.023748781624581019,"[0.9814814814814815, 0.87111023206751059, 0.68796149789029537]",2,"awful long ,awful long ,awful long ,awful inner ,awful large ,awful long ,awful long ,awful long ,awful long ,awful long ,awful little ,awful quiet ,awful quiet ,awful long ,awful old ,awful long ,awful long ,awful long ,awful long ,awful long ,awful long ,awful old ,awful long ,awful long ,awful long ,awful brown ,","awful wee ,awful wee ,awful wee ,awful wee ,awful wee ,awful bad ,awful wee ,awful thick ,awful little ,awful little ,"
nasty,4,value,0.757142857,sub,-0.01301382778226004,0.022963499999999984,0.044022998268772477,0.057036826051032517,"[0.9, 0.87003681304233504, 0.85498290823034451]",2,"nasty little ,nasty little ,nasty old ,nasty old ,","nasty little ,big nasty ,big nasty ,big nasty ,nasty dirty ,nasty little ,nasty old ,"
handy,1,value,0.674166667,lexical,0.13898015507951111,0.75,0.86989091864896828,0.73091076356945717,"[0.75, 0.86989091864896828, 0.73091076356945717]",2,"handy new ,","handy dandy ,"
cool,1,physical,0.678125,lexical,0.23014300594818643,0.140625,0.38872680626428807,0.15858380031610164,"[0.75, 0.48094361939808122, 0.73110789854120117]",2,"cool green ,","cool small ,nice cool ,nice cool ,"
