adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
brown,190,color,0.29875,input,0.041180968533834364,0.30138102672973954,0.054829966629609955,0.01364899809577559,"[0.013089005235602094, 0.11354447439353099, 0.1543800539083558]",3,"thick brown ,strong brown ,little brown ,light brown ,light brown ,wide brown ,nice brown ,old brown ,big brown ,pale brown ,big brown ,big brown ,dirty brown ,little brown ,old brown ,little brown ,dark brown ,dark brown ,dark brown ,short brown ,dark brown ,dry brown ,brown wooden ,long brown ,dark brown ,plain brown ,soft brown ,golden brown ,big brown ,beautiful brown ,old brown ,sharp brown ,small brown ,little brown ,old brown ,comfortable brown ,soft brown ,dark brown ,dark brown ,long brown ,bright brown ,thick brown ,dark brown ,dirty brown ,huge brown ,big brown ,small brown ,large brown ,shiny brown ,long brown ,large brown ,thin brown ,soft brown ,dark brown ,dark brown ,full brown ,full brown ,hot brown ,beautiful brown ,poor brown ,hard brown ,soft brown ,dark brown ,wild brown ,soft brown ,big brown ,huge brown ,large brown ,long brown ,long brown ,short brown ,plain brown ,plain brown ,dark brown ,big brown ,big brown ,pale brown ,pale brown ,dark brown ,pale brown ,wide brown ,dark brown ,dark brown ,deep brown ,large brown ,soft brown ,flat brown ,thick brown ,yellow brown ,shiny brown ,large brown ,old brown ,dark brown ,thick brown ,light brown ,wild brown ,wild brown ,best brown ,wild brown ,wild brown ,wild brown ,wild brown ,excellent brown ,wild brown ,wild brown ,wild brown ,wild brown ,good brown ,thick brown ,dark brown ,long brown ,solid brown ,deep brown ,awful brown ,old brown ,big brown ,big brown ,dark brown ,dark brown ,large brown ,little brown ,small brown ,large brown ,dry brown ,dark brown ,large brown ,perfect brown ,thick brown ,dark brown ,short brown ,wide brown ,wild brown ,plain brown ,small brown ,short brown ,open brown ,brown soft ,dark brown ,expensive brown ,large brown ,fresh brown ,neat brown ,solid brown ,small brown ,soft brown ,thick brown ,dark brown ,horrid brown ,big brown ,wild brown ,pale brown ,pale brown ,dark brown ,dark brown ,dark brown ,dark brown ,large brown ,little brown ,little brown ,large brown ,rough brown ,heavy brown ,small brown ,long brown ,dirty brown ,plain brown ,warm brown ,dark brown ,nice brown ,big brown ,wild brown ,deep brown ,dark brown ,dark brown ,fine brown ,little brown ,horrid brown ,long brown ,pale brown ,large brown ,dark brown ,dark brown ,long brown ,young brown ,great brown ,thick brown ,hot brown ,strong brown ,enormous brown ,soft brown ,","dark brown ,pretty brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,small brown ,nice brown ,brown orange ,big brown ,big brown ,big brown ,big brown ,big brown ,little brown ,little brown ,little brown ,"
good,269,value,0.78125,input,-1.8087348686745994e-09,3.6045766423914681e-08,7.6771742105811269e-10,2.5764522897327121e-09,"[0.8611111111111112, 0.88339463288380327, 0.87692412477864046]",3,"good old ,old good ,good red ,good old ,good practical ,good old ,good mexican ,good old ,good short ,good high ,good long ,good solid ,good healthy ,good dry ,good rough ,good black ,good clever ,good regular ,good old ,good old ,good old ,good hard ,good hard ,good nice ,good old ,good little ,good early ,black good ,speedy good ,good early ,good brave ,good old ,good old ,good short ,good solid ,good old ,good strong ,good old ,good old ,okay good ,current good ,good local ,good old ,good old ,good old ,good mean ,good old ,good hot ,good basic ,good heavy ,side good ,good old ,good old ,good long ,good old ,good long ,good long ,good old ,good old ,good old ,good solid ,good solid ,good little ,good old ,good little ,good short ,good strong ,good old ,good big ,good old ,good old ,good long ,good nice ,good old ,good hot ,good big ,good old ,good old ,good old ,good little ,good little ,nice good ,good little ,good old ,good easy ,good old ,good top ,good old ,good old ,good old ,good old ,good old ,good high ,good old ,good old ,good old ,good little ,good long ,good basic ,good old ,good old ,good old ,good old ,good new ,good clean ,good old ,good old ,good old ,good old ,good old ,good old ,good clear ,good young ,good old ,good old ,good old ,good old ,good old ,good long ,good red ,enormous good ,necessary good ,good old ,good old ,good old ,solid good ,good small ,past good ,great good ,back good ,high good ,good old ,good old ,good old ,good old ,good long ,good old ,good old ,good long ,good old ,little good ,little good ,good old ,good old ,little good ,good hard ,good old ,good fresh ,sweet good ,good old ,good fresh ,good old ,good old ,good green ,good old ,great good ,high good ,future good ,good old ,good old ,good long ,good old ,good long ,good old ,good old ,good old ,good old ,good new ,good old ,good old ,good old ,great good ,good old ,good long ,good hard ,good new ,good new ,good new ,good old ,good short ,good green ,good brown ,good old ,good old ,good old ,good old ,good old ,good old ,good smooth ,practical good ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,practical good ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,good small ,recent good ,loud good ,good old ,quick good ,good old ,good new ,good new ,good hard ,good long ,basic good ,good old ,good old ,good green ,big good ,good long ,good old ,good old ,good long ,good old ,good old ,fine good ,good old ,good old ,good old ,pure good ,good old ,great good ,good old ,good short ,good old ,current good ,good old ,perfect good ,good new ,good old ,good old ,good old ,good old ,good big ,good old ,good old ,good old ,good old ,good old ,brilliant good ,delicate good ,good old ,good long ,good old ,high good ,good old ,good old ,good old ,good hard ,good smooth ,good old ,good old ,good old ,good long ,good old ,good new ,good old ,","pretty good ,good english ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,good little ,good little ,pretty good ,little good ,good green ,good little ,pretty good ,pretty good ,pretty good ,good little ,good little ,good little ,good little ,pretty good ,pretty good ,pretty good ,good little ,good little ,good little ,good little ,good little ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,good little ,good little ,pretty good ,pretty good ,good big ,good big ,good wicked ,good wicked ,good big ,pretty good ,good little ,good big ,good little ,good wicked ,good wicked ,good little ,good little ,good little ,good little ,good little ,good little ,good little ,good little ,good little ,good big ,good big ,perfect good ,pretty good ,good big ,good common ,good little ,pretty good ,pretty good ,pretty good ,pretty good ,good french ,"
sick,2,human,0.344285714,input,0.034043112513144069,0.83333333333333337,0.2665615141955836,0.23251840168243953,"[0.8333333333333334, 0.2665615141955836, 0.23251840168243953]",3,"sick right ,sick fat ,","sick little ,"
tubby,1,dimension,0.6325,lexical,0.04606387173084503,0.25,0.36417400446839265,0.31811013273754762,"[0.75, 0.63582599553160735, 0.68188986726245238]",3,"tubby little ,","pink tubby ,"
big,421,dimension,0.691666667,input,0.0040467601787234778,0.0040537520667231191,0.0040467602296685749,5.094509671048947e-11,"[0.49170616113744076, 0.64376130198915005, 0.76700514675198217]",3,"big sad ,big fat ,great big ,big tall ,big old ,big long ,big old ,big long ,big bad ,big bad ,great big ,great big ,big local ,big open ,great big ,great big ,big green ,big green ,great big ,big green ,big blue ,new big ,big green ,great big ,big solid ,great big ,great big ,great big ,big white ,great big ,big cold ,great big ,great big ,great big ,great big ,great big ,big american ,big black ,big black ,big thick ,big heavy ,big white ,big white ,great big ,big red ,big deep ,big long ,great big ,big old ,big old ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,big old ,big healthy ,big black ,great big ,big long ,big long ,great big ,new big ,big important ,nice big ,big international ,great big ,great big ,great big ,big heavy ,big bad ,great big ,big open ,big thick ,huge big ,big back ,big new ,massive big ,great big ,big long ,big regional ,big open ,massive big ,massive big ,great big ,big third ,big thick ,great big ,big top ,big red ,big white ,big wooden ,massive big ,big shiny ,big bright ,nice big ,great big ,great big ,big international ,big positive ,big negative ,great big ,great big ,great big ,big heavy ,big wooden ,big wide ,great big ,big thick ,nice big ,big fat ,great big ,big new ,big brown ,big back ,great big ,great big ,big heavy ,big red ,big thick ,great big ,nice big ,big steep ,great big ,great big ,big yellow ,big old ,big deep ,big massive ,great big ,great big ,great big ,great big ,big wide ,big international ,big cold ,big central ,great big ,big fine ,great big ,nice big ,great big ,big long ,great big ,great big ,great big ,nice big ,great big ,beautiful big ,great big ,big black ,great big ,little big ,great big ,great big ,great big ,great big ,great big ,big brown ,great big ,nice big ,little big ,big old ,great big ,great big ,big white ,big old ,big happy ,huge big ,great big ,great big ,big brown ,big huge ,big green ,big new ,big gigantic ,new big ,big fat ,great big ,big thick ,nice big ,great big ,great big ,great big ,big posh ,big fat ,great big ,great big ,big golden ,great big ,good big ,great big ,big new ,great big ,nice big ,great big ,big large ,big long ,big black ,big blue ,great big ,big black ,big white ,huge big ,good big ,big old ,nice big ,great big ,great big ,great big ,big open ,great big ,great big ,great big ,great big ,great big ,big thick ,big white ,big new ,big old ,big old ,great big ,great big ,big fat ,big old ,great big ,great big ,big posh ,big massive ,great big ,great big ,big posh ,big purple ,great big ,great big ,great big ,nice big ,great big ,great big ,nice big ,big old ,big fat ,big red ,big wide ,great big ,great big ,big black ,big long ,great big ,big black ,nice big ,great big ,great big ,nice big ,big fat ,big large ,big thick ,big heavy ,big long ,nice big ,great big ,big long ,big yellow ,big heavy ,nice big ,nice big ,beautiful big ,big fluffy ,big fat ,pretty big ,big golden ,big green ,big fat ,big long ,great big ,great big ,big dirty ,big long ,great big ,big huge ,great big ,massive big ,great big ,great big ,nice big ,big blonde ,big fat ,third big ,big long ,great big ,big new ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,big old ,big white ,big blue ,big old ,big bad ,big brown ,big new ,big new ,big old ,horrible big ,big bad ,big bad ,big old ,odd big ,odd big ,odd big ,great big ,big old ,big blue ,third big ,big new ,great big ,big old ,big brown ,big wooden ,big yellow ,nice big ,nice big ,nice big ,big wooden ,big brown ,big soft ,big soft ,big soft ,big bad ,new big ,great big ,big blue ,big new ,little big ,comfortable big ,big brown ,big brown ,great big ,great big ,new big ,big red ,great big ,big brown ,big new ,great big ,big brown ,excellent big ,nice big ,nice big ,great big ,big old ,big old ,big red ,big new ,live big ,new big ,big green ,big good ,great big ,big wooden ,big wooden ,big yellow ,big bad ,new big ,great big ,big wooden ,big blue ,live big ,nice big ,recent big ,big brown ,new big ,big old ,great big ,big bad ,big plastic ,nice big ,good big ,big blue ,old big ,mean big ,big brown ,big soft ,future big ,major big ,great big ,big wooden ,big yellow ,big yellow ,big green ,big bad ,big soft ,big bad ,great big ,big red ,big blue ,fine big ,great big ,great big ,great big ,big old ,great big ,old big ,great big ,great big ,great big ,great big ,great big ,big bad ,","big bad ,big round ,great big ,big green ,mean big ,big tall ,little big ,great big ,great big ,great big ,great big ,great big ,great big ,pretty big ,big plastic ,big red ,big plastic ,big loud ,great big ,great big ,great big ,big loud ,nice big ,great big ,great big ,nice big ,nice big ,big long ,big flat ,big long ,big flat ,big flat ,big white ,big green ,big happy ,big fierce ,nice big ,big long ,big large ,big large ,big large ,big brown ,big loud ,big brown ,great big ,big brown ,big brown ,big brown ,great big ,great big ,big brown ,big brown ,great big ,big brown ,great big ,big brown ,great big ,big brown ,big brown ,big brown ,great big ,great big ,big brown ,great big ,big brown ,great big ,big brown ,great big ,great big ,big brown ,big brown ,big brown ,great big ,big brown ,great big ,big brown ,great big ,great big ,big brown ,great big ,big brown ,great big ,big brown ,great big ,big brown ,great big ,great big ,big beautiful ,great big ,big heavy ,big open ,big long ,big old ,pretty big ,big fat ,big fat ,great big ,great big ,great big ,big long ,big long ,great big ,big red ,huge big ,great big ,great big ,big heavy ,big bad ,good big ,good big ,good big ,good big ,big huge ,good big ,good big ,big red ,big red ,big red ,nice big ,big red ,pretty big ,pretty big ,pretty big ,pretty big ,good big ,big red ,great big ,great big ,great big ,big red ,great big ,big red ,great big ,great big ,great big ,great big ,big long ,great big ,great big ,great big ,great big ,great big ,big brown ,big brown ,big huge ,big strong ,big green ,big yellow ,big yellow ,big yellow ,big yellow ,big yellow ,big yellow ,big yellow ,big yellow ,big huge ,big huge ,big high ,big tall ,big brown ,great big ,big fluffy ,big expensive ,great big ,big yellow ,nice big ,big brown ,big bright ,big bright ,big fluffy ,nice big ,big high ,big red ,big orange ,big high ,big green ,big blue ,great big ,great big ,big fat ,great big ,big white ,huge big ,big yellow ,great big ,beautiful big ,big brown ,big white ,big white ,big white ,big high ,big fast ,big high ,beautiful big ,beautiful big ,big bad ,great big ,great big ,great big ,great big ,big old ,great big ,big round ,big round ,great big ,big red ,big long ,big long ,big heavy ,big heavy ,fun big ,big back ,big new ,big new ,big new ,great big ,big bad ,big bad ,"
dutch,N/A,nationality,0.383333333,N/A,0.0,0.5,0.5,0.5,not in input,3,,"nice dutch ,"
fat,27,dimension,0.619375,input,0.0058190273909754162,0.33777674016034981,0.048112687606842244,0.042293660215866828,"[0.30357142857142855, 0.63629170512989586, 0.65158908083871814]",3,"big fat ,deep fat ,big fat ,little fat ,deep fat ,deep fat ,deep fat ,big fat ,big fat ,deep fat ,big fat ,deep fat ,deep fat ,big fat ,big fat ,fat old ,big fat ,sick fat ,big fat ,big fat ,fat old ,fat old ,fat green ,fat old ,fat soft ,fat soft ,fat old ,","big fat ,big fat ,big fat ,"
dark,96,color,0.315,sub,-0.12622818383414752,0.088479115740248596,0.20873086412948338,0.33495904796363091,"[0.9536082474226805, 0.11837902581847219, 0.21273622571200426]",3,"dark green ,short dark ,small dark ,dark blue ,deep dark ,dark brown ,dark solid ,dark solid ,dark red ,dark cold ,great dark ,dark brown ,dark brown ,dark red ,dark green ,dark green ,dark brown ,dark brown ,dark yellow ,dark green ,dark green ,dark brown ,dark blue ,dark red ,dark brown ,dark brown ,dark blue ,dark brown ,dark red ,dark brown ,dark red ,dark brown ,dark soft ,dark red ,dark brown ,dark green ,dark blue ,dark green ,dark blue ,dark brown ,dark purple ,dark brown ,dark brown ,dark blue ,dark purple ,dark blue ,dark green ,dark brown ,dark blue ,dark brown ,dark green ,dark blue ,dark red ,dark red ,dark brown ,dark brown ,dark blue ,dark brown ,dark blue ,dark brown ,dark red ,dark red ,dark brown ,dark green ,dark green ,dark brown ,dark purple ,dark green ,dark purple ,dark green ,dark green ,dark purple ,dark blue ,dark brown ,dark red ,dark brown ,dark red ,dark brown ,dark brown ,dark green ,dark red ,dark blue ,dark brown ,dark green ,dark brown ,dark brown ,dark green ,dark blue ,dark blue ,dark blue ,dark blue ,dark brown ,dark brown ,dark red ,dark red ,dark short ,","dark brown ,little dark ,"
awful,26,value,0.641666667,input,0.28554201383325328,0.96330589849108372,0.75883303641271216,0.47329102257945888,"[0.9814814814814815, 0.87111023206751059, 0.68796149789029537]",3,"awful long ,awful long ,awful long ,awful inner ,awful large ,awful long ,awful long ,awful long ,awful long ,awful long ,awful little ,awful quiet ,awful quiet ,awful long ,awful old ,awful long ,awful long ,awful long ,awful long ,awful long ,awful long ,awful old ,awful long ,awful long ,awful long ,awful brown ,","awful pretty ,awful nice ,"
silver,2,color,0.251111111,lexical,0.014327024185068371,0.83333333333333337,0.8769058885383807,0.86257886435331232,"[0.16666666666666666, 0.12309411146161935, 0.1374211356466877]",3,"little silver ,little silver ,","little silver ,"
cool,1,physical,0.678125,lexical,0.06735916277451777,0.00390625,0.072586881121306485,0.0052277183467887159,"[0.75, 0.48094361939808122, 0.73110789854120117]",3,"cool green ,","nice cool ,pretty cool ,pretty cool ,pretty cool ,"
wooden,175,material,0.255454545,input,0.73778088986590462,0.85721496192280866,0.82104648874580621,0.083265598879901578,"[0.008522727272727272, 0.010894418291862811, 0.12898453261600537]",3,"old wooden ,thick wooden ,old wooden ,old wooden ,long wooden ,old wooden ,old wooden ,little wooden ,big wooden ,big wooden ,wooden old ,little wooden ,proper wooden ,old wooden ,nice wooden ,old wooden ,mean wooden ,solid wooden ,simple wooden ,tiny wooden ,brown wooden ,small wooden ,smart wooden ,small wooden ,small wooden ,hard wooden ,short wooden ,hot wooden ,long wooden ,small wooden ,rotten wooden ,simple wooden ,small wooden ,solid wooden ,grand wooden ,black wooden ,green wooden ,long wooden ,large wooden ,little wooden ,long wooden ,thick wooden ,low wooden ,black wooden ,long wooden ,large wooden ,big wooden ,ancient wooden ,old wooden ,big wooden ,new wooden ,small wooden ,small wooden ,old wooden ,heavy wooden ,hard wooden ,large wooden ,thick wooden ,simple wooden ,heavy wooden ,long wooden ,old wooden ,old wooden ,plain wooden ,rough wooden ,green wooden ,great wooden ,huge wooden ,simple wooden ,simple wooden ,small wooden ,old wooden ,short wooden ,long wooden ,little wooden ,little wooden ,light wooden ,bright wooden ,heavy wooden ,white wooden ,tall wooden ,long wooden ,huge wooden ,large wooden ,old wooden ,long wooden ,small wooden ,tall wooden ,tall wooden ,long wooden ,plain wooden ,old wooden ,tiny wooden ,black wooden ,long wooden ,small wooden ,tiny wooden ,large wooden ,small wooden ,large wooden ,massive wooden ,huge wooden ,little wooden ,high wooden ,old wooden ,short wooden ,large wooden ,large wooden ,low wooden ,tiny wooden ,tiny wooden ,big wooden ,big wooden ,narrow wooden ,hollow wooden ,big wooden ,great wooden ,flat wooden ,flat wooden ,heavy wooden ,heavy wooden ,small wooden ,old wooden ,long wooden ,wide wooden ,solid wooden ,small wooden ,large wooden ,central wooden ,large wooden ,tall wooden ,new wooden ,large wooden ,low wooden ,long wooden ,black wooden ,little wooden ,old wooden ,long wooden ,long wooden ,high wooden ,large wooden ,long wooden ,little wooden ,tiny wooden ,flat wooden ,new wooden ,short wooden ,little wooden ,small wooden ,small wooden ,small wooden ,little wooden ,black wooden ,narrow wooden ,little wooden ,big wooden ,small wooden ,flat wooden ,outer wooden ,outer wooden ,outer wooden ,outer wooden ,inner wooden ,outer wooden ,little wooden ,rough wooden ,hard wooden ,old wooden ,old wooden ,old wooden ,old wooden ,major wooden ,simple wooden ,innocent wooden ,","huge wooden ,huge wooden ,huge wooden ,little wooden ,nice wooden ,little wooden ,little wooden ,nice wooden ,little wooden ,little wooden ,nice wooden ,little wooden ,little wooden ,nice wooden ,little wooden ,little wooden ,little wooden ,little wooden ,"
large,77,dimension,0.548181818,sub,-0.034418588316331607,0.0001920232134729178,0.047754575928053995,0.082173164244385602,"[0.9423076923076923, 0.6371963361210673, 0.56524624983406346]",3,"huge large ,large high ,large green ,large flat ,large open ,large comfortable ,large long ,awful large ,large open ,large negative ,large special ,large regional ,large strong ,big large ,big large ,large new ,large old ,large blue ,large red ,large red ,large new ,large old ,large wooden ,large brown ,large wooden ,large brown ,large brown ,large red ,large old ,large wooden ,large new ,large red ,large old ,large new ,large new ,large brown ,large new ,large brown ,large new ,large yellow ,large wooden ,large brown ,large new ,large new ,large brown ,large wooden ,large soft ,large old ,large wooden ,large red ,large brown ,large blue ,large wooden ,large new ,large wooden ,large brown ,large yellow ,large wooden ,large blue ,large wooden ,large plastic ,large smooth ,large brown ,large wooden ,large red ,large brown ,large wooden ,large red ,large yellow ,large square ,large new ,large new ,large brown ,large new ,large yellow ,large red ,large red ,","big large ,big large ,big large ,"
bad,65,value,0.71625,input,-0.00063922320708163349,0.0046046106415824819,3.3001321027737947e-05,0.00067222452810937147,"[0.6590909090909091, 0.87302849569251162, 0.76799204771371765]",3,"big bad ,big bad ,bad solid ,bad old ,bad little ,big bad ,bad old ,bad side ,bad old ,bad old ,bad old ,bad little ,bad little ,bad old ,bad old ,bad old ,bad old ,bad old ,bad little ,rotten bad ,bad old ,big bad ,bad old ,bad old ,big bad ,mad bad ,big bad ,third bad ,bad old ,bad old ,bad old ,big bad ,bad old ,bad old ,huge bad ,future bad ,bad old ,bad old ,bad old ,recent bad ,bad old ,bad old ,bad old ,bad old ,simple bad ,bad small ,bad old ,mad bad ,big bad ,recent bad ,bad old ,bad old ,bad old ,big bad ,bad old ,bad old ,bad old ,big bad ,big bad ,bad long ,bad old ,bad old ,bad old ,big bad ,recent bad ,","big bad ,big bad ,big bad ,big bad ,big bad ,"
stupid,9,human,0.6575,input,-0.43676967476062961,0.90249999999999997,0.070940475828028704,0.50771015058865832,"[0.95, 0.26634653335087488, 0.71253782397053023]",3,"stupid little ,stupid young ,stupid old ,stupid old ,stupid little ,stupid black ,stupid old ,stupid old ,stupid small ,","stupid old ,stupid old ,"
common,5,value,0.58,input,-0.28178829717291254,0.75,0.1299145299145299,0.41170282708744244,"[0.25, 0.8700854700854701, 0.58829717291255756]",3,"dumb common ,common little ,strong common ,basic common ,old common ,","good common ,"
