adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
tiny,36,dimension,0.414444444,sub,-0.13635265155469248,0.043760105979029622,0.0058221722991098433,0.14217482385380231,"[0.36486486486486486, 0.47282796815507094, 0.27068189685012117]",4,"little tiny ,little tiny ,tiny little ,tiny little ,tiny little ,tiny little ,tiny little ,tiny little ,tiny little ,tiny little ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,tiny little ,tiny little ,little tiny ,tiny silver ,little tiny ,little tiny ,little tiny ,little tiny ,","little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,tiny black ,little tiny ,tiny black ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,"
dear,1,value,0.61,lexical,0.27036160865157144,0.75,0.80702940182494087,0.53666779317336943,"[0.75, 0.80702940182494087, 0.53666779317336943]",4,"dear little ,","dear little ,"
sharp,2,physical,0.417272727,input,0.016570848833276974,0.83333333333333337,0.73824822455191075,0.72167737571863377,"[0.16666666666666666, 0.26175177544808925, 0.27832262428136623]",4,"little sharp ,big sharp ,","big sharp ,"
cold,N/A,physical,0.69,N/A,0.0,0.25,0.25,0.25,not in input,4,,"pretty cold ,pretty cold ,"
open,1,dimension,0.422857143,sub,-0.19499831023994596,0.25,0.52652923284893549,0.72152754308888145,"[0.75, 0.47347076715106456, 0.2784724569111186]",4,"open little ,","wide open ,"
tan,N/A,color,0.566,N/A,0.0,0.5,0.5,0.5,not in input,4,,"brown tan ,"
special,1,value,0.68,lexical,0.2218928487687023,0.0625,0.65129645540992187,0.42940360664121957,"[0.25, 0.80702940182494087, 0.65528894896924639]",4,"big special ,","special dirty ,special dirty ,"
pink,N/A,color,0.1075,N/A,0.0,0.375,0.375,0.375,not in input,4,,"new pink ,new pink ,pink blue ,pink blue ,"
huge,6,dimension,0.624285714,input,0.077314343845371281,0.64285714285714279,0.52661919294676163,0.44930484910139035,"[0.35714285714285715, 0.47338080705323837, 0.55069515089860965]",4,"big huge ,big huge ,big huge ,huge silver ,big huge ,huge back ,","big huge ,"
little,235,dimension,0.413571429,lexical,7.1965520765778129e-06,7.0998293302253145e-12,7.1965520765784033e-06,5.9045441935660368e-19,"[0.3326271186440678, 0.46848655158570857, 0.23404255319148937]",4,"short little ,poor little ,poor little ,little misshapen ,little tiny ,fun little ,fun little ,fun little ,fun little ,fun little ,little tiny ,fun little ,little square ,fun little ,fun little ,nice little ,tiny little ,tiny little ,tiny little ,tiny little ,little red ,little red ,tiny little ,little red ,tiny little ,wrong little ,tiny little ,teeny little ,tiny little ,tiny little ,weensie little ,wrong little ,weensie little ,weensie little ,weensie little ,little tiny ,little fun ,little tiny ,little teeny ,little tiny ,little blue ,little yellow ,little tiny ,little blue ,little blue ,nice little ,teeny little ,nice little ,nice little ,small little ,little red ,little red ,little red ,naughty little ,naughty little ,nice little ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,nice little ,little small ,nice little ,little old ,cozy little ,little small ,little old ,nice little ,little teeny ,nice little ,little black ,little black ,little small ,nice little ,little small ,little french ,beautiful little ,nice little ,little tiny ,little short ,little teeny ,small little ,beautiful little ,little short ,little red ,little red ,little red ,little tiny ,little tiny ,little black ,little green ,nice little ,little black ,cute little ,fun little ,little tiny ,little light ,little tiny ,little fresh ,good little ,little brown ,little sharp ,great little ,nice little ,fine little ,fine little ,great little ,great little ,great little ,great little ,great little ,great little ,great little ,soft little ,tiny little ,pretty little ,pretty little ,pretty little ,pretty little ,pretty little ,good little ,good little ,poor little ,good little ,great little ,fine little ,fine little ,hungry little ,pretty little ,brown little ,little flat ,little tiny ,little tiny ,good little ,little happy ,tiny little ,cute little ,tiny little ,poor little ,cute little ,nice little ,open little ,sweet little ,sweet little ,nasty little ,nice little ,little tiny ,sweet little ,little glottal ,sweet little ,nice little ,pretty little ,pretty little ,little green ,fun little ,little tawny ,fun little ,cute little ,cute little ,nice little ,happy little ,little red ,nice little ,little back ,nice little ,cute little ,cute little ,cute little ,nice little ,poor little ,little side ,poor little ,poor little ,cute little ,cute little ,nice little ,fun little ,beautiful little ,poor little ,cute little ,nice little ,cute little ,little white ,sweet little ,sweet little ,nice little ,good little ,nice little ,poor little ,beautiful little ,nice little ,nice little ,nice little ,cute little ,beautiful little ,little green ,nice little ,good little ,cute little ,cute little ,little green ,nice little ,naughty little ,cute little ,little green ,nice little ,little wooden ,little red ,poor little ,cute little ,little red ,poor little ,cute little ,cute little ,little tiny ,cute little ,beautiful little ,cute little ,poor little ,cute little ,right little ,right little ,poor little ,dear little ,little fluffy ,small little ,little grey ,small little ,little big ,little tiny ,little tiny ,little tiny ,poor little ,nice little ,","little tiny ,little tiny ,little naughty ,poor little ,bad little ,little tiny ,little big ,poor little ,little big ,little big ,little naughty ,good little ,bad little ,bad little ,bad little ,bad little ,poor little ,little red ,tiny little ,teeny little ,little cute ,little red ,little cute ,little cute ,little red ,little tiny ,little back ,little orange ,little tiny ,little eensie ,little cute ,little blue ,little blue ,little blue ,little eensie ,bad little ,bad little ,little tiny ,little eensie ,nice little ,little eensie ,cute little ,nice little ,little red ,little red ,little red ,little red ,little red ,little red ,little red ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little old ,little old ,little wooden ,little tiny ,little tiny ,little sweet ,green little ,green little ,little tiny ,little yellow ,little old ,little tiny ,little short ,little brown ,teeny little ,royal little ,little teeny ,little teeny ,little teeny ,good little ,dear little ,little crisp ,"
eensie,N/A,dimension,0.7175,N/A,0.0,0.0625,0.0625,0.0625,not in input,4,,"little eensie ,little eensie ,little eensie ,little eensie ,"
purple,3,color,0.2405,input,0.00082970444999871159,0.015625,0.0071004148522249982,0.0062707104022262867,"[0.125, 0.084263959390862939, 0.079187817258883242]",4,"big purple ,blue purple ,short purple ,","purple white ,purple white ,"
royal,1,human,0.4925,sub,-0.15162270073567097,0.375,0.29319661143433617,0.44481931217000714,"[0.75, 0.17843866171003717, 0.3338965866846908]",4,"royal old ,","nice royal ,royal little ,"
slick,N/A,physical,0.629090909,N/A,0.0,0.5,0.5,0.5,not in input,4,,"slick quick ,"
long,30,dimension,0.556428571,input,-0.00075550493173004267,0.053532081274259284,0.0059549490887558423,0.0067104540204858849,"[0.3064516129032258, 0.4729403653912444, 0.4650120648052396]",4,"awful long ,long grey ,big long ,big long ,long beautiful ,big long ,nice long ,awful long ,pretty long ,big long ,long dark ,big long ,long green ,long green ,long green ,big long ,pretty long ,long thin ,big long ,big long ,long blonde ,jolly long ,long thin ,jolly long ,big long ,big long ,big long ,large long ,large long ,big long ,","big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,"
teeny,5,dimension,0.531818182,input,-0.011181854793061274,0.34461001800411517,0.32726518598547721,0.33844704077853849,"[0.4166666666666667, 0.47339884784818703, 0.44527278888512367]",4,"teeny little ,little teeny ,teeny little ,little teeny ,little teeny ,","teeny little ,teeny little ,little teeny ,little teeny ,little teeny ,"
hot,7,physical,0.403,input,0.0069993479419061533,0.66015625,0.54620475821632908,0.53920541027442292,"[0.1875, 0.26094333220223959, 0.26569392602646758]",4,"good hot ,good hot ,good hot ,good hot ,hot english ,good hot ,good hot ,","big hot ,cool hot ,"
strange,2,value,0.757777778,input,0.083192424754819028,0.83333333333333337,0.80723706459249234,0.72404463983767331,"[0.8333333333333334, 0.80723706459249234, 0.72404463983767331]",4,"strange enormous ,strange new ,","strange ugly ,"
black,7,color,0.269,input,0.0068258233238938093,0.823974609375,0.77075371468730758,0.76392789136341377,"[0.0625, 0.083135391923990498, 0.085850016966406512]",4,"cool black ,little black ,little black ,little black ,little black ,small black ,small black ,","big black ,tiny black ,tiny black ,"
pretty,60,value,0.863333333,input,-0.21905173393077043,0.84587097760981056,0.45164064529936981,0.67069237923014025,"[0.9590163934426229, 0.81978176698345651, 0.90496304118268212]",4,"pretty new ,pretty new ,pretty new ,pretty good ,pretty late ,pretty big ,pretty bad ,pretty smart ,pretty cool ,pretty fun ,pretty fancy ,pretty nice ,pretty heavy ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty heavy ,pretty good ,nice pretty ,pretty good ,pretty good ,pretty good ,nice pretty ,pretty good ,pretty good ,pretty long ,pretty good ,pretty good ,pretty good ,pretty big ,pretty big ,pretty silly ,pretty big ,pretty big ,pretty little ,pretty little ,pretty little ,pretty little ,pretty little ,pretty little ,pretty big ,pretty long ,pretty bad ,pretty good ,pretty small ,pretty good ,pretty little ,pretty little ,pretty good ,pretty good ,pretty good ,pretty big ,pretty big ,pretty small ,pretty good ,pretty big ,pretty good ,","pretty good ,pretty cold ,pretty cold ,pretty big ,"
orange,5,color,0.301538462,input,-0.030183044187526431,0.4253472222222221,0.21082589565278798,0.24100893984031441,"[0.4166666666666667, 0.083700440528634359, 0.098949508641138592]",4,"fresh orange ,big orange ,big orange ,orange green ,orange green ,","little orange ,orange light ,blue orange ,"
new,7,age,0.265,lexical,0.083476556334568547,0.010986328125,0.10338549817917575,0.0199089418446072,"[0.0625, 0.20868680013573127, 0.085171360705802515]",4,"beautiful new ,pretty new ,pretty new ,pretty new ,strange new ,chinese new ,great new ,","new pink ,new pink ,happy new ,"
white,5,color,0.281428571,input,0.046383361625577435,0.64722784850823034,0.64593287523687792,0.59954951361130049,"[0.08333333333333333, 0.083700440528634359, 0.097255167739749238]",4,"soft white ,soft white ,little white ,soft white ,big white ,","green white ,purple white ,purple white ,great white ,great white ,"
east,2,location,0.202222222,sub,-0.089956036523503591,0.83333333333333337,0.83632059519783564,0.92627663172133923,"[0.16666666666666666, 0.16367940480216436, 0.0737233682786608]",4,"english east ,english east ,","big east ,"
red,31,color,0.174166667,input,0.053827430525332523,0.10382155540355986,0.099269101307935759,0.045441670782603236,"[0.078125, 0.07623318385650224, 0.052086926526388411]",4,"little red ,little red ,little red ,red wild ,little red ,big red ,little red ,little red ,big red ,big red ,little red ,little red ,little red ,big red ,soft red ,soft red ,soft red ,soft red ,red ripe ,soft red ,soft red ,soft red ,soft red ,little red ,deep red ,big red ,little red ,little red ,big red ,big red ,big red ,","little red ,little red ,little red ,big red ,big red ,red light ,little red ,little red ,little red ,little red ,little red ,little red ,little red ,blue red ,blue red ,red blue ,red yellow ,"
nice,157,value,0.725833333,lexical,0.20502201665140951,0.10257587312301272,0.28828240735924476,0.083260390707835266,"[0.990506329113924, 0.84321873819418214, 0.71288250850018886]",4,"nice fresh ,nice thick ,nice clean ,nice little ,nice clean ,pretty nice ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice pretty ,nice long ,nice pretty ,nice little ,nice little ,nice little ,nice little ,nice cool ,nice gentle ,nice quiet ,nice little ,nice delicious ,nice slow ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice little ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice soft ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice little ,nice little ,nice soft ,nice little ,nice fresh ,nice little ,nice little ,nice little ,nice little ,nice clean ,nice warm ,nice warm ,nice little ,nice big ,nice big ,nice big ,nice warm ,nice warm ,nice warm ,nice fluffy ,nice little ,nice fluffy ,nice little ,nice warm ,nice little ,nice little ,nice warm ,nice warm ,nice little ,nice little ,nice warm ,nice smart ,nice warm ,nice little ,nice warm ,nice little ,nice little ,nice warm ,nice warm ,nice cool ,nice cool ,nice little ,","nice bright ,nice bright ,nice good ,nice sweet ,nice sweet ,nice little ,nice sweet ,nice sweet ,nice little ,nice green ,nice royal ,big nice ,"
poor,26,value,0.53,input,0.44817995849297054,0.94546690037087855,0.53599409008932053,0.087814131596349959,"[0.9814814814814815, 0.81230663458233066, 0.4444826400825026]",4,"poor little ,poor little ,poor young ,poor young ,poor young ,poor young ,poor young ,poor young ,poor young ,poor little ,poor young ,poor young ,poor little ,poor old ,poor old ,poor little ,poor little ,poor little ,poor little ,poor little ,poor old ,poor little ,poor little ,poor little ,poor little ,poor little ,","poor little ,poor little ,poor little ,"
brown,17,color,0.29875,sub,-0.012188980081757381,0.03501157407407407,0.032714945134979079,0.044903925216736459,"[0.08333333333333333, 0.080286983259309871, 0.095661086436624534]",4,"short brown ,small brown ,small brown ,small brown ,big brown ,big brown ,little brown ,awful brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,brown little ,big brown ,big brown ,","big brown ,brown tan ,brown grey ,little brown ,"
good,39,value,0.78125,sub,-0.051895368961219573,0.14990040716171263,0.22633372539910421,0.27822909436032378,"[0.4125, 0.81512313562261529, 0.77072493929934094]",4,"good big ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,good hot ,good hot ,good hot ,good hot ,good hot ,good hot ,pretty good ,pretty good ,pretty good ,pretty good ,good little ,good little ,good little ,good little ,good little ,good smart ,pretty good ,pretty good ,good little ,pretty good ,pretty good ,pretty good ,good little ,pretty good ,good sad ,pretty good ,","nice good ,good little ,pretty good ,good big ,good little ,good old ,"
scary,1,value,0.723333333,input,-0.12233862791483607,0.75,0.19297059817505913,0.3153092260898952,"[0.25, 0.80702940182494087, 0.6846907739101048]",4,"top scary ,","big scary ,"
big,147,dimension,0.691666667,input,-0.010803042117170073,0.015611726594895452,6.7235083458697182e-10,0.010803042789520908,"[0.706081081081081, 0.47056617922759653, 0.69666291713535811]",4,"good big ,big wide ,big round ,big wide ,great big ,great big ,great big ,great big ,big happy ,big fat ,great big ,great big ,great big ,pretty big ,big old ,great big ,big long ,big loud ,big loud ,big blue ,big blue ,great big ,big yellow ,big long ,great big ,big fun ,big fun ,big bright ,big red ,big front ,big strong ,big old ,great big ,great big ,big fat ,big old ,big long ,big red ,big fat ,big bright ,big red ,big fantastic ,great big ,great big ,big french ,big red ,great big ,great big ,big enormous ,big enormous ,big enormous ,great big ,big hollow ,big beautiful ,big long ,big old ,big bad ,big round ,big beautiful ,big long ,great big ,big brown ,big huge ,big strong ,big strong ,great big ,big brown ,pretty big ,big tall ,big tall ,pretty big ,big huge ,great big ,big beautiful ,big brown ,big brown ,big brown ,big brown ,big blue ,big huge ,big fat ,pretty big ,pretty big ,big brown ,big brown ,great big ,big green ,big beautiful ,great big ,big beautiful ,big long ,pretty big ,great big ,big blue ,big brown ,big brown ,big huge ,big bad ,big long ,beautiful big ,big yucky ,big heavy ,great big ,big long ,big sharp ,big yellow ,big orange ,big orange ,big special ,big green ,big dead ,big hard ,big flat ,nice big ,nice big ,nice big ,big red ,big heavy ,big fluffy ,beautiful big ,big tall ,big old ,big fluffy ,big white ,great big ,big purple ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,big blue ,big blue ,big yellow ,big red ,great big ,great big ,pretty big ,pretty big ,big wooden ,little big ,big long ,pretty big ,big long ,big long ,big red ,big red ,big long ,","big bad ,big round ,big black ,big bad ,big sharp ,great big ,little big ,great big ,big old ,little big ,little big ,big happy ,big happy ,big fat ,big fat ,big brown ,big bad ,big huge ,big old ,big hot ,big old ,big red ,big red ,great big ,big tall ,big giant ,great big ,great big ,big strong ,big strong ,big ugly ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big fat ,big strong ,big strong ,big bad ,big old ,big strong ,big fat ,great big ,big old ,big strong ,big fat ,big old ,big french ,big east ,big tall ,big bad ,big bad ,big bad ,wicked big ,big long ,big long ,big long ,great big ,giant big ,good big ,big bad ,big old ,great big ,big strong ,big long ,big strong ,big dirty ,big long ,big long ,big scary ,big long ,big fat ,big old ,big nice ,big old ,pretty big ,big long ,soft big ,"
blue,11,color,0.346666667,sub,-0.19016971413747266,0.18698627472995821,0.02771952673525941,0.21788924087273207,"[0.20833333333333334, 0.082000680503572648, 0.23443348077577408]",4,"blue just ,big blue ,big blue ,little blue ,little blue ,little blue ,big blue ,big blue ,big blue ,big blue ,blue purple ,","little blue ,little blue ,little blue ,blue red ,blue red ,red blue ,blue orange ,pink blue ,pink blue ,"
giant,N/A,dimension,0.622222222,N/A,0.0,0.5,0.5,0.5,not in input,4,,"big giant ,giant big ,"
fat,4,dimension,0.619375,input,0.0074479059842336012,0.47829690000000008,0.011227126726503623,0.0037792207422700222,"[0.1, 0.4734168642058923, 0.54927192685404669]",4,"big fat ,big fat ,big fat ,big fat ,","big fat ,big fat ,big fat ,big fat ,old fat ,big fat ,big fat ,"
quick,N/A,speed,0.561111111,N/A,0.0,0.5,0.5,0.5,not in input,4,,"slick quick ,"
mad,N/A,human,0.554285714,N/A,0.0,0.25,0.25,0.25,not in input,4,,"mad fun ,mad fun ,"
awful,6,value,0.641666667,input,0.18989487962021023,0.9285714285714286,0.80807053238385895,0.61817565276364872,"[0.9285714285714286, 0.80807053238385895, 0.61817565276364872]",4,"awful long ,awful long ,awful brown ,awful bad ,awful bad ,awful hard ,","awful bad ,"
strong,3,physical,0.64375,input,0.010578808732177657,0.13493381373857005,0.010579348301004385,5.395688267271621e-07,"[0.125, 0.26159052453468695, 0.61793570219966154]",4,"big strong ,big strong ,big strong ,","big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,"
super,N/A,value,0.770833333,N/A,0.0,0.5,0.5,0.5,not in input,4,,"silly super ,"
dead,1,human,0.14,sub,-0.12740790807705304,0.75,0.82156133828996281,0.94896924636701585,"[0.25, 0.17843866171003717, 0.051030753632984115]",4,"big dead ,","just dead ,"
cool,6,physical,0.678125,sub,-0.39471007121057988,0.35714285714285715,0.26110545947778907,0.65581553068836895,"[0.35714285714285715, 0.26110545947778907, 0.65581553068836895]",4,"pretty cool ,cool black ,nice cool ,nice cool ,cool alright ,nice cool ,","cool hot ,"
wide,2,dimension,0.443,lexical,0.18092661481230976,0.16666666666666666,0.47345282380791343,0.29252620899560366,"[0.16666666666666666, 0.47345282380791343, 0.29252620899560366]",4,"big wide ,big wide ,","wide open ,"
great,46,value,0.838,input,-0.1994346374207151,0.57892396841415417,0.13195243335159107,0.33138707077230617,"[0.9468085106382979, 0.81666085744161732, 0.89543394911118857]",4,"great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great little ,great big ,great little ,great little ,great little ,great loud ,great loud ,great little ,great little ,great loud ,great little ,great little ,great loud ,great loud ,great loud ,great big ,great little ,great big ,great big ,great big ,great big ,great round ,great big ,great big ,alright great ,alright great ,great new ,","great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great white ,great white ,"
short,5,dimension,0.54,sub,-0.026431718061673992,0.41666666666666663,0.52660115215181302,0.55303287021348702,"[0.5833333333333334, 0.47339884784818703, 0.44696712978651304]",4,"short little ,short brown ,little short ,little short ,short purple ,","little short ,"
crisp,N/A,physical,0.614285714,N/A,0.0,0.5,0.5,0.5,not in input,4,,"little crisp ,"
wooden,2,material,0.255454545,lexical,0.079134257693608379,0.83333333333333337,0.99256002705444712,0.91342576936083875,"[0.16666666666666666, 0.0074399729455529254, 0.086574230639161309]",4,"little wooden ,big wooden ,","little wooden ,"
light,1,physical,0.562,sub,-0.17056719009033044,0.086517333984375,0.097758755648164788,0.26832594573849522,"[0.25, 0.26191280838120989, 0.46569787090233189]",4,"little light ,","light green ,red light ,light green ,light green ,light green ,green light ,green light ,orange light ,"
grey,4,color,0.2810714285,lexical,0.056978453883766711,0.38742048900000009,0.45408212094015848,0.39710366705639177,"[0.1, 0.083982390789028111, 0.097527937690484248]",4,"long grey ,soft grey ,old grey ,little grey ,","old grey ,old grey ,brown grey ,old grey ,old grey ,old grey ,old grey ,old grey ,stupid grey ,"
french,3,nationality,0.278888889,lexical,0.095093062605752898,0.875,0.99729272419627746,0.90219966159052456,"[0.125, 0.0027072758037225042, 0.097800338409475468]",4,"little french ,big french ,beautiful french ,","big french ,"
ugly,N/A,value,0.729166667,N/A,0.0,0.25,0.25,0.25,not in input,4,,"big ugly ,strange ugly ,"
bad,6,value,0.71625,sub,-0.024285398031975255,5.5701594116401733e-05,0.00090959034277090416,0.025194988374746159,"[0.07142857142857142, 0.80807053238385895, 0.68396066463207872]",4,"pretty bad ,big bad ,awful bad ,awful bad ,pretty bad ,big bad ,","big bad ,big bad ,bad little ,bad little ,bad little ,bad little ,bad little ,big bad ,big bad ,bad little ,bad little ,big bad ,big bad ,big bad ,awful bad ,big bad ,"
stupid,N/A,human,0.6575,N/A,0.0,0.25,0.25,0.25,not in input,4,,"stupid old ,stupid grey ,"
silly,1,human,0.655,sub,-0.4484623183507942,0.25,0.17843866171003717,0.62690098006083139,"[0.25, 0.17843866171003717, 0.62690098006083139]",4,"pretty silly ,","silly super ,"
dirty,3,physical,0.504,sub,-0.069895625679233242,0.040071010589599609,0.065985401298902374,0.13588102697813562,"[0.875, 0.26159052453468695, 0.34145516074450083]",4,"dirty old ,dirty old ,dirty old ,","special dirty ,dirty old ,big dirty ,dirty old ,special dirty ,dirty old ,dirty old ,"
happy,3,human,0.43,input,-0.077176538309147502,0.439453125,0.36081914480242566,0.43799568311157316,"[0.375, 0.17800338409475466, 0.2879864636209814]",4,"big happy ,little happy ,happy little ,","big happy ,big happy ,happy new ,"
plain,1,value,0.571428571,sub,-0.18690310896433987,0.375,0.311465892830038,0.49836900179437787,"[0.75, 0.80702940182494087, 0.47144305508617779]",4,"plain yellow ,","plain old ,just plain ,"
small,23,dimension,0.513,input,0.13310463121783878,0.72916666666666663,0.47307032590051457,0.33996569468267579,"[0.7291666666666666, 0.47307032590051457, 0.33996569468267579]",4,"small little ,little small ,little small ,little small ,little small ,small little ,small brown ,small brown ,small brown ,small dark ,small dark ,small dark ,small dark ,small dark ,small dark ,small black ,small black ,pretty small ,small front ,small front ,small little ,small little ,pretty small ,","small back ,"
tall,12,dimension,0.675882353,lexical,0.15941722025664595,0.072485207100591739,0.2774423372029276,0.11802511694628165,"[0.7307692307692307, 0.47327204630575415, 0.65645216207013957]",4,"tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,big tall ,big tall ,big tall ,","big tall ,big tall ,"
