adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
pink,3,color,0.1075,input,0.087522176227084553,0.375,0.099645180366646949,0.012123004139562389,"[0.375, 0.099645180366646949, 0.012123004139562389]",3,"beautiful pink ,pink tubby ,nice pink ,","pink little ,"
dumb,N/A,human,0.794444444444445,N/A,0.0,0.5,0.5,0.5,not in input,3,,"dumb silly ,"
long,27,dimension,0.556428571428571,input,-0.0014399705451187007,0.28712322826929337,0.0069108799591296489,0.0083508505042483496,"[0.16071428571428573, 0.48890221955608876, 0.47900419916016795]",3,"long tall ,pretty long ,big long ,big long ,big long ,long cold ,big long ,nice long ,big long ,big long ,nice long ,nice long ,nice long ,beautiful long ,new long ,nice long ,great long ,big long ,pretty long ,narrow long ,narrow long ,long thin ,short long ,long thin ,nice long ,big long ,big long ,","little long ,big long ,big long ,long sharp ,big long ,big long ,big long ,big long ,long nice ,big long ,big long ,big long ,big long ,big long ,"
dirty,6,physical,0.504,lexical,0.1152507384155792,0.12755102040816324,0.53528987724893873,0.42003913883335953,"[0.6428571428571429, 0.26836492890995262, 0.3518957345971564]",3,"little dirty ,just dirty ,dirty rotten ,dirty rotten ,dirty rotten ,dirty rotten ,","old dirty ,old dirty ,"
sharp,1,physical,0.417272727272727,input,0.044578670845564161,0.421875,0.39053930448751001,0.34596063364194585,"[0.25, 0.26904902539870051, 0.29799173065564089]",3,"little sharp ,","big sharp ,big sharp ,long sharp ,"
blue,22,color,0.346666666666667,lexical,0.10803241268022107,0.16468363689021592,0.37798052390960724,0.26994811122938617,"[0.32608695652173914, 0.095095693779904303, 0.2479066985645933]",3,"little blue ,little blue ,little blue ,blue purple ,blue purple ,blue purple ,little blue ,little blue ,new blue ,little blue ,little blue ,blue purple ,little blue ,blue purple ,new blue ,blue purple ,blue purple ,little blue ,big blue ,little blue ,little blue ,nice blue ,","red blue ,brown blue ,blue white ,big blue ,big blue ,big blue ,big blue ,big blue ,"
huge,10,dimension,0.624285714285714,lexical,0.079436369844265942,0.234375,0.24455099926442769,0.16511462942016175,"[0.5, 0.48901425178147268, 0.57155581947743472]",3,"huge wooden ,huge wooden ,huge wooden ,huge big ,big huge ,great huge ,big huge ,big huge ,big huge ,huge big ,","big huge ,big huge ,huge big ,huge big ,big huge ,big huge ,"
little,306,dimension,0.413571428571429,lexical,0.073665023992450326,0.06371493011798772,0.073665159111541006,1.3511909067456374e-07,"[0.4511400651465798, 0.48667146974063402, 0.25288184438040345]",3,"nice little ,little green ,little tiny ,little tiny ,little tiny ,little tiny ,rough little ,fun little ,little big ,rough little ,little tiny ,nice little ,poor little ,nice little ,nice little ,poor little ,good little ,good little ,little young ,poor little ,little old ,little good ,just little ,nice little ,nice little ,nice little ,nice little ,poor little ,little tiny ,new little ,good little ,little tiny ,nice little ,weird little ,cute little ,nice little ,little red ,clever little ,little tiny ,little thin ,good little ,good little ,fun little ,little tiny ,good little ,fun little ,little yellow ,sorry little ,good little ,little red ,little red ,little red ,little green ,wee little ,wee little ,wee little ,wee little ,wee little ,wee little ,wee little ,little green ,little green ,smart little ,poor little ,poor little ,little green ,little green ,little round ,little golden ,little green ,hungry little ,little small ,little red ,little red ,little round ,little green ,teeny little ,little red ,nice little ,little round ,good little ,good little ,good little ,good little ,good little ,smart little ,fun little ,nifty little ,little sharp ,cute little ,wee little ,little short ,little tiny ,little green ,little tiny ,poor little ,little black ,fun little ,good little ,little dulcet ,dear little ,nice little ,good little ,nice little ,nice little ,nice little ,nice little ,dear little ,nice little ,little red ,good little ,good little ,little cute ,nice little ,good little ,good little ,cute little ,ancient little ,good little ,black little ,cute little ,cute little ,good little ,cute little ,cute little ,cute little ,good little ,good little ,good little ,good little ,good little ,little dark ,little tiny ,small little ,little blue ,little blue ,neat little ,nice little ,little white ,little white ,little black ,little tiny ,nice little ,little tiny ,little tiny ,nice little ,nice little ,little tiny ,pretty little ,new little ,little red ,little white ,little tiny ,little red ,tiny little ,tiny little ,tiny little ,pretty little ,little tiny ,cute little ,pretty little ,little blue ,little tiny ,little round ,little wooden ,nice little ,little damp ,little dirty ,naughty little ,naughty little ,naughty little ,little yellow ,little yellow ,sweet little ,little east ,little small ,good little ,little orange ,little orange ,sweet little ,little black ,little blue ,little wooden ,little blue ,little red ,sweet little ,sweet little ,nice little ,nice little ,little wooden ,little round ,little white ,mean little ,nice little ,little blue ,little black ,beautiful little ,little damp ,little blue ,sweet little ,little yellow ,little round ,little blue ,little yellow ,little bald ,sweet little ,nice little ,little fluffy ,sweet little ,sweet little ,little black ,little green ,little wooden ,little red ,little wooden ,little fluffy ,beautiful little ,little black ,little wooden ,little wooden ,little yellow ,little damp ,nice little ,little round ,little round ,fun little ,nice little ,little white ,little white ,little blue ,little blue ,little old ,nice little ,sweet little ,little blue ,little wooden ,tiny little ,little fluffy ,beautiful little ,nice little ,little silver ,little wooden ,little gold ,nice little ,little brown ,little brown ,little brown ,little yellow ,little white ,sweet little ,little wooden ,little wooden ,nice little ,poor little ,nice little ,little round ,poor little ,little black ,little tiny ,poor little ,poor little ,slippery little ,poor little ,nice little ,poor little ,poor little ,little tiny ,fun little ,little yellow ,little tiny ,nice little ,nice little ,old little ,cute little ,little tiny ,just little ,nice little ,new little ,new little ,tiny little ,little tiny ,little tiny ,little tiny ,nice little ,nice little ,little tiny ,little tiny ,little tiny ,sick little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,tiny little ,nice little ,little grey ,little green ,tiny little ,poor little ,little innocent ,little innocent ,nice little ,nice little ,","little black ,little yellow ,little yellow ,little long ,little yellow ,cute little ,tiny little ,sweet little ,sweet little ,cute little ,tiny little ,sweet little ,tiny little ,fat little ,fat little ,fat little ,little big ,little tiny ,fun little ,fun little ,little tiny ,little tiny ,tiny little ,tiny little ,little tiny ,little tiny ,little tiny ,nice little ,little tiny ,little tiny ,little bad ,teeny little ,little teeny ,tiny little ,tiny little ,nice little ,tiny little ,tiny little ,little pretty ,dead little ,nice little ,little tiny ,little tiny ,just little ,little yellow ,little small ,little thin ,just little ,tiny little ,little tiny ,little tiny ,horrid little ,little tiny ,little tiny ,bad little ,big little ,big little ,bad little ,bad little ,bad little ,bad little ,bad little ,bad little ,big little ,cute little ,bad little ,nice little ,little tiny ,bad little ,little tiny ,little tiny ,pretty little ,pink little ,little soft ,big little ,little tiny ,little tiny ,little tiny ,little tiny ,little small ,little small ,little brown ,little small ,little small ,little tiny ,little big ,just little ,fun little ,fun little ,little just ,little green ,nice little ,nice little ,nice little ,just little ,nice little ,little small ,little small ,nice little ,little tiny ,cute little ,little teeny ,little big ,little big ,little big ,little big ,little tiny ,nice little ,naughty little ,little green ,little green ,nice little ,nice little ,"
slow,N/A,speed,0.504285714285714,N/A,0.0,0.5,0.5,0.5,not in input,3,,"slow big ,"
horrid,N/A,value,0.553333333333333,N/A,0.0,0.5,0.5,0.5,not in input,3,,"horrid little ,"
green,74,color,0.208461538461538,lexical,0.051450983437530406,0.05089367280832903,0.36057722433050238,0.30912624089297197,"[0.006666666666666667, 0.082098765432098764, 0.059259259259259262]",3,"big green ,little green ,good green ,silly green ,big green ,nice green ,nice green ,nice green ,nice green ,little green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,little green ,nice green ,nice green ,nice green ,tiny green ,fresh green ,nice green ,nice green ,nice green ,nice green ,nice green ,little green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,little green ,little green ,nice green ,nice green ,little green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,little green ,nice green ,nice green ,nice green ,nice green ,nice green ,little green ,nice green ,big green ,pretty green ,pretty green ,little green ,special green ,big green ,beautiful green ,beautiful green ,pretty green ,little green ,","new green ,green big ,yellow green ,big green ,big green ,little green ,little green ,little green ,"
tiny,38,dimension,0.414444444444444,sub,-0.12251166050190136,0.092002166815623745,0.016095041732799336,0.1386067022347007,"[0.24358974358974358, 0.48882850241545894, 0.29287439613526572]",3,"little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,tiny green ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,tiny light ,little tiny ,tiny little ,tiny little ,tiny little ,little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,tiny little ,tiny little ,","tiny little ,tiny little ,tiny little ,little tiny ,little tiny ,little tiny ,tiny little ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,tiny little ,tiny little ,tiny little ,tiny little ,little tiny ,little tiny ,tiny hot ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,"
teeny,2,dimension,0.531818181818182,sub,-0.016184301497500608,0.375,0.38301711108684827,0.39920141258434888,"[0.5, 0.48906619385342792, 0.46513002364066192]",3,"nice teeny ,teeny little ,","teeny little ,little teeny ,little teeny ,"
hot,15,physical,0.403,input,0.035196366423900893,0.9384765625,0.53710827547382256,0.50191190904992167,"[0.03125, 0.26712328767123289, 0.29154258487194756]",3,"nice hot ,fresh hot ,fresh hot ,nice hot ,nice hot ,nice hot ,nice hot ,nice hot ,nice hot ,nice hot ,nice hot ,nice hot ,nice hot ,nice hot ,nice hot ,","plain hot ,tiny hot ,"
black,11,color,0.269,sub,-0.0041592394533570554,0.875,0.90225787284610814,0.9064171122994652,"[0.125, 0.097742127153891856, 0.093582887700534759]",3,"bright black ,little black ,black little ,little black ,little black ,little black ,small black ,beautiful black ,little black ,little black ,little black ,","little black ,"
pretty,66,value,0.863333333333333,lexical,0.10866205236706827,0.017937475410824192,0.19885991189823043,0.090197859531162161,"[0.9626865671641791, 0.83476658476658472, 0.90540540540540537]",3,"pretty good ,pretty good ,pretty good ,pretty good ,awful pretty ,pretty mean ,pretty good ,pretty good ,pretty long ,pretty good ,nice pretty ,pretty big ,pretty brown ,pretty good ,pretty good ,pretty pathetic ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty hard ,pretty good ,pretty good ,pretty small ,pretty full ,pretty good ,pretty big ,pretty good ,pretty good ,pretty nice ,pretty good ,pretty nice ,pretty nice ,pretty nice ,pretty nice ,pretty nice ,pretty big ,pretty big ,pretty big ,pretty good ,pretty big ,pretty little ,pretty fun ,pretty little ,pretty little ,pretty long ,pretty green ,pretty green ,pretty good ,pretty good ,pretty good ,pretty fun ,pretty neat ,pretty neat ,pretty strong ,pretty nice ,pretty good ,pretty neat ,pretty cool ,pretty cool ,pretty cool ,pretty neat ,pretty neat ,pretty green ,","pretty big ,nice pretty ,pretty good ,little pretty ,pretty little ,pretty good ,"
wet,N/A,physical,0.5275,N/A,0.0,0.5,0.5,0.5,not in input,3,,"wet old ,"
orange,5,color,0.301538461538462,lexical,0.0074008288928359978,0.75,0.90082889283599765,0.89342806394316165,"[0.25, 0.099171107164002362, 0.10657193605683836]",3,"brown orange ,little orange ,little orange ,orange light ,big orange ,","yellow orange ,"
new,17,age,0.265,lexical,0.18821221063754695,0.207768230897662,0.27159279077258291,0.083380580135035964,"[0.5277777777777778, 0.22271914132379247, 0.0900417412045319]",3,"horrible new ,new little ,new clean ,new clean ,nice new ,new long ,new little ,beautiful new ,new blue ,new blue ,new little ,new little ,big new ,nice new ,big new ,big new ,nice new ,","nice new ,new green ,big new ,big new ,new big ,big new ,"
white,18,color,0.281428571428571,lexical,0.017454183512059518,0.33920137583351884,0.66765864108795447,0.65020445757589496,"[0.23684210526315788, 0.096062052505966583, 0.10202863961813842]",3,"nice white ,big white ,yellow white ,little white ,little white ,little white ,white clean ,white fluffy ,little white ,white fluffy ,white fluffy ,little white ,little white ,big white ,big white ,big white ,big white ,little white ,","big white ,blue white ,big white ,big white ,"
yucky,2,value,0.711666666666667,sub,-0.13593380614657213,0.16666666666666663,0.1778959810874704,0.31382978723404253,"[0.8333333333333334, 0.8221040189125296, 0.68617021276595747]",3,"yucky old ,yucky old ,","mean yucky ,"
red,23,color,0.174166666666667,lexical,0.0057237233545731816,8.6694097322691593e-05,0.0069919178473352188,0.0012681944927620376,"[0.020833333333333332, 0.094853381208856974, 0.052064631956912029]",3,"big red ,little red ,little red ,little red ,little red ,little red ,little red ,little red ,big red ,little red ,big red ,big red ,big red ,big red ,big red ,big red ,little red ,big red ,little red ,little red ,little red ,big red ,big red ,","red light ,red light ,strong red ,big red ,red blue ,"
nice,170,value,0.725833333333333,lexical,0.19565359800561155,0.20587457184961802,0.2169571289639374,0.021303530958325847,"[0.9502923976608187, 0.8576115485564304, 0.71161417322834641]",3,"nice little ,nice round ,nice white ,nice little ,nice little ,nice little ,nice pretty ,nice little ,nice little ,nice little ,nice little ,nice quiet ,nice soft ,nice big ,nice little ,nice big ,nice big ,nice soft ,nice little ,nice bright ,nice teeny ,nice big ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice little ,nice green ,nice green ,nice beautiful ,awful nice ,nice flat ,nice cool ,nice clean ,nice hot ,nice brown ,nice long ,nice long ,nice long ,nice little ,nice comfy ,nice little ,nice little ,nice long ,nice little ,nice little ,pretty nice ,nice little ,pretty nice ,pretty nice ,pretty nice ,nice little ,nice new ,pretty nice ,pretty nice ,nice yellow ,nice little ,nice big ,nice little ,nice little ,nice little ,nice dutch ,nice sweet ,nice long ,nice beautiful ,nice warm ,nice beautiful ,nice soft ,nice soft ,nice little ,nice warm ,nice yellow ,nice bright ,nice green ,nice wooden ,nice little ,nice little ,nice wooden ,nice little ,nice bright ,nice little ,nice yellow ,nice fresh ,nice hot ,nice big ,nice wooden ,nice hot ,nice hot ,nice hot ,nice big ,nice little ,nice wooden ,nice hot ,nice little ,nice hot ,nice little ,nice hot ,nice hot ,nice hot ,nice hot ,nice smart ,nice smart ,nice smooth ,nice clean ,nice hot ,nice warm ,nice little ,nice little ,nice hot ,nice blue ,nice little ,nice soft ,nice smart ,nice little ,nice pink ,nice little ,nice long ,nice little ,nice little ,nice little ,pretty nice ,nice little ,nice little ,nice new ,nice new ,nice little ,nice little ,nice little ,","nice new ,nice pretty ,nice little ,nice little ,nice little ,nice little ,kind nice ,nice little ,nice little ,nice little ,long nice ,nice little ,nice little ,nice little ,nice clean ,nice clean ,nice clean ,nice clean ,nice clean ,nice nasty ,nice little ,nice little ,"
poor,25,value,0.53,input,0.36189334931096467,0.98076923076923073,0.8265428400239665,0.46464949071300182,"[0.9807692307692307, 0.8265428400239665, 0.46464949071300182]",3,"poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor old ,poor old ,poor little ,poor old ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,","poor old ,"
dandy,N/A,value,0.729230769230769,N/A,0.0,0.125,0.125,0.125,not in input,3,,"handy dandy ,handy dandy ,handy dandy ,"
good,68,value,0.78125,input,-0.028606485326845902,0.17060491493383739,0.027166175720797794,0.055772661047643696,"[0.5869565217391305, 0.83517835178351785, 0.76383763837638374]",3,"pretty good ,good english ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,good little ,good little ,pretty good ,little good ,good green ,good little ,pretty good ,pretty good ,pretty good ,good little ,good little ,good little ,good little ,pretty good ,pretty good ,pretty good ,good little ,good little ,good little ,good little ,good little ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,good little ,good little ,pretty good ,pretty good ,good big ,good big ,good wicked ,good wicked ,good big ,pretty good ,good little ,good big ,good little ,good wicked ,good wicked ,good little ,good little ,good little ,good little ,good little ,good little ,good little ,good little ,good little ,good big ,good big ,perfect good ,pretty good ,good big ,good little ,pretty good ,pretty good ,pretty good ,pretty good ,good french ,","pretty good ,pretty good ,"
happy,13,human,0.43,input,-0.054334743808835927,0.79719387755102045,0.038072575847709698,0.092407319656545625,"[0.8928571428571429, 0.1951219512195122, 0.30398572278405711]",3,"happy fun ,big happy ,happy third ,happy third ,happy third ,happy third ,happy third ,happy third ,happy third ,happy third ,happy third ,happy third ,happy third ,","happy fun ,happy fun ,"
big,217,dimension,0.691666666666667,sub,-0.015800789300082479,1.4852985306753971e-06,3.996809932570911e-10,0.015800789699763472,"[0.5665137614678899, 0.48747461069735953, 0.70819228165199732]",3,"big bad ,big round ,great big ,big green ,mean big ,big tall ,little big ,great big ,great big ,great big ,great big ,great big ,great big ,pretty big ,big plastic ,big red ,big plastic ,big loud ,great big ,great big ,great big ,big loud ,nice big ,great big ,great big ,nice big ,nice big ,big long ,big flat ,big long ,big flat ,big flat ,big white ,big green ,big happy ,big fierce ,nice big ,big long ,big large ,big large ,big large ,big brown ,big loud ,big brown ,great big ,big brown ,big brown ,big brown ,great big ,great big ,big brown ,big brown ,great big ,big brown ,great big ,big brown ,great big ,big brown ,big brown ,big brown ,great big ,great big ,big brown ,great big ,big brown ,great big ,big brown ,great big ,great big ,big brown ,big brown ,big brown ,great big ,big brown ,great big ,big brown ,great big ,great big ,big brown ,great big ,big brown ,great big ,big brown ,great big ,big brown ,great big ,great big ,big beautiful ,great big ,big heavy ,big open ,big long ,big old ,pretty big ,big fat ,big fat ,great big ,great big ,great big ,big long ,big long ,great big ,big red ,huge big ,great big ,great big ,big heavy ,big bad ,good big ,good big ,good big ,good big ,big huge ,good big ,good big ,big red ,big red ,big red ,nice big ,big red ,pretty big ,pretty big ,pretty big ,pretty big ,good big ,big red ,great big ,great big ,great big ,big red ,great big ,big red ,great big ,great big ,great big ,great big ,big long ,great big ,great big ,great big ,great big ,great big ,big brown ,big brown ,big huge ,big strong ,big green ,big yellow ,big yellow ,big yellow ,big yellow ,big yellow ,big yellow ,big yellow ,big yellow ,big huge ,big huge ,big high ,big tall ,big brown ,great big ,big fluffy ,great big ,big yellow ,nice big ,big brown ,big bright ,big bright ,big fluffy ,nice big ,big high ,big red ,big orange ,big high ,big green ,big blue ,great big ,great big ,big fat ,great big ,big white ,huge big ,big yellow ,great big ,beautiful big ,big brown ,big white ,big white ,big white ,big high ,big fast ,big high ,beautiful big ,beautiful big ,big bad ,great big ,great big ,great big ,great big ,big old ,great big ,big round ,big round ,great big ,big red ,big long ,big long ,big heavy ,big heavy ,fun big ,big back ,big new ,big new ,big new ,great big ,big bad ,big bad ,","big bad ,big bad ,big bad ,pretty big ,big white ,little big ,big sharp ,big sharp ,big red ,big high ,big long ,big huge ,big old ,green big ,big bad ,big bad ,big fat ,big long ,big bad ,big giant ,big round ,big strong ,great big ,big long ,big little ,big little ,great big ,big bad ,big bad ,big bad ,big bad ,big bad ,great big ,big little ,great big ,big bad ,big bad ,big bad ,big bad ,big bad ,big huge ,huge big ,huge big ,slow big ,great big ,big little ,great big ,big large ,big large ,big blue ,big brown ,big brown ,big wooden ,big green ,big large ,big long ,big large ,big huge ,big huge ,big high ,big brown ,big brown ,little big ,big bad ,big blue ,big green ,big strong ,big long ,great big ,big new ,big new ,big long ,big long ,new big ,big blue ,big large ,big long ,big strong ,big blue ,big strong ,big long ,big high ,big new ,big long ,little big ,little big ,little big ,little big ,big long ,big heavy ,big blue ,big fat ,big fat ,big white ,big white ,big fat ,great big ,"
giant,N/A,dimension,0.622222222222222,N/A,0.0,0.5,0.5,0.5,not in input,3,,"big giant ,"
fat,3,dimension,0.619375,sub,-0.019050042611933465,0.002253994345664978,0.24024844999144343,0.2592984926033769,"[0.125, 0.48905972797161446, 0.56918982850384392]",3,"big fat ,big fat ,big fat ,","fat little ,fat little ,fat little ,fat old ,big fat ,fat ugly ,big fat ,big fat ,big fat ,"
fun,13,value,0.872857142857143,input,0.077968579466430168,0.2076416015625,0.1157048132550982,0.037736233788668028,"[0.75, 0.82421177870315288, 0.89440809042236769]",3,"happy fun ,fun little ,fun little ,fun little ,fun little ,fun little ,fun old ,pretty fun ,fun old ,fun little ,fun little ,fun big ,pretty fun ,","happy fun ,fun little ,fun little ,happy fun ,old fun ,fun little ,fun little ,fun just ,"
great,68,value,0.838,input,-0.20589678288330626,0.9434781483598812,0.23671938807420961,0.44261617095751588,"[0.9927536231884058, 0.83517835178351785, 0.90313653136531369]",3,"great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great huge ,great big ,great big ,great big ,great big ,great big ,great big ,great long ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,","great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,"
dead,1,human,0.14,input,0.15711754282339044,0.25,0.19728292971057296,0.040165386887182519,"[0.25, 0.19728292971057296, 0.040165386887182519]",3,"old dead ,","dead little ,"
awful,2,value,0.641666666666667,input,0.18882978723404265,0.83333333333333337,0.8221040189125296,0.63327423167848695,"[0.8333333333333334, 0.8221040189125296, 0.63327423167848695]",3,"awful pretty ,awful nice ,","awful hard ,"
nasty,N/A,value,0.757142857142857,N/A,0.0,0.5,0.5,0.5,not in input,3,,"nice nasty ,"
strong,3,physical,0.64375,lexical,0.32697645140073273,0.366363525390625,0.38420440220891261,0.05722795080817987,"[0.125, 0.26877587226493199, 0.63335304553518623]",3,"mean strong ,big strong ,pretty strong ,","strong red ,big strong ,big strong ,big strong ,big strong ,"
super,6,physical,0.770833333333333,sub,-0.48427708272500619,0.0051020408163265302,0.072019735068843918,0.5562968177938501,"[0.07142857142857142, 0.26836492890995262, 0.74585308056872035]",3,"american super ,american super ,american super ,american super ,american super ,american super ,","super small ,super small ,"
handy,N/A,value,0.674166666666667,N/A,0.0,0.125,0.125,0.125,not in input,3,,"handy dandy ,handy dandy ,handy dandy ,"
kind,N/A,human,0.73875,N/A,0.0,0.5,0.5,0.5,not in input,3,,"kind nice ,"
wooden,18,material,0.255454545454545,lexical,0.082935560859188517,0.97368421052631582,0.99313842482100234,0.91020286396181382,"[0.02631578947368421, 0.0068615751789976136, 0.089797136038186162]",3,"huge wooden ,huge wooden ,huge wooden ,little wooden ,nice wooden ,little wooden ,little wooden ,nice wooden ,little wooden ,little wooden ,nice wooden ,little wooden ,little wooden ,nice wooden ,little wooden ,little wooden ,little wooden ,little wooden ,","big wooden ,"
plain,1,value,0.571428571428571,lexical,0.44015213680766363,0.015625,0.55523745854666273,0.11508532173899913,"[0.25, 0.82191376255168336, 0.48641464855286476]",3,"just plain ,","plain hot ,plain old ,plain old ,"
large,3,dimension,0.548181818181818,input,-0.0035632398773148,0.512908935546875,0.034821756510283436,0.038384996387598236,"[0.125, 0.48905972797161446, 0.47900650502661146]",3,"big large ,big large ,big large ,","big large ,big large ,big large ,big large ,big large ,"
ugly,N/A,value,0.729166666666667,N/A,0.0,0.5,0.5,0.5,not in input,3,,"fat ugly ,"
bad,5,value,0.71625,input,-0.00013400574807869047,0.00018969392704326439,2.4307933551659476e-08,0.00013403005601224212,"[0.08333333333333333, 0.82267613972764952, 0.68679692125518055]",3,"big bad ,big bad ,big bad ,big bad ,big bad ,","big bad ,big bad ,big bad ,little bad ,big bad ,big bad ,big bad ,bad little ,big bad ,big bad ,big bad ,big bad ,big bad ,bad little ,bad little ,bad little ,bad little ,bad little ,bad little ,big bad ,big bad ,big bad ,big bad ,big bad ,bad little ,bad little ,big bad ,"
